序号,股票代码,股票简称,首次预约时间,一次变更日期,二次变更日期,三次变更日期,实际披露时间
3516,000860,顺鑫农业,2022-04-28,,,,2022-04-28
3517,000883,湖北能源,2022-04-28,,,,2022-04-28
3518,000886,海南高速,2022-04-28,,,,2022-04-28
3519,000888,峨眉山A,2022-04-28,,,,2022-04-28
3520,000913,钱江摩托,2022-04-28,,,,2022-04-28
3521,000995,皇台酒业,2022-04-28,,,,2022-04-28
3522,001201,东瑞股份,2022-04-28,,,,2022-04-28
3523,001207,联科科技,2022-04-28,,,,2022-04-28
3524,001227,兰州银行,2022-04-28,,,,2022-04-28
3525,001289,龙源电力,2022-04-28,2022-03-31,,,2022-03-31
3526,002016,世荣兆业,2022-04-28,,,,2022-04-28
3527,002022,科华生物,2022-04-28,2022-04-30,,,2022-04-30
3528,002034,旺能环境,2022-04-28,,,,2022-04-28
3529,002042,华孚时尚,2022-04-28,,,,2022-04-28
3530,002043,兔宝宝,2022-04-28,,,,2022-04-28
3531,002055,ST得润,2022-04-28,,,,2022-04-28
3532,002076,*ST星光,2022-04-28,,,,2022-04-28
3533,002077,大港股份,2022-04-28,,,,2022-04-28
3534,002096,易普力,2022-04-28,,,,2022-04-28
3535,002098,浔兴股份,2022-04-28,,,,2022-04-28
3536,002124,天邦食品,2022-04-28,,,,2022-04-28
3537,002180,奔图科技,2022-04-28,,,,2022-04-28
3538,002181,粤传媒,2022-04-28,,,,2022-04-28
3539,002205,国统股份,2022-04-28,2022-04-22,,,2022-04-22
3540,002252,上海莱士,2022-04-28,,,,2022-04-28
3541,002261,拓维信息,2022-04-28,,,,2022-04-28
3542,002298,中电鑫龙,2022-04-28,,,,2022-04-28
3543,002337,赛象科技,2022-04-28,2022-04-19,,,2022-04-19
3544,002351,漫步者,2022-04-28,,,,2022-04-28
3545,002361,神剑股份,2022-04-28,,,,2022-04-28
3546,002371,北方华创,2022-04-28,,,,2022-04-28
3547,002409,雅克科技,2022-04-28,,,,2022-04-28
3548,002412,汉森制药,2022-04-28,,,,2022-04-28
3549,002437,誉衡药业,2022-04-28,2022-04-26,,,2022-04-26
3550,002446,盛路通信,2022-04-28,,,,2022-04-28
3551,002452,长高电新,2022-04-28,,,,2022-04-28
3552,002470,金正大,2022-04-28,2022-04-29,2022-04-30,,2022-04-30
3553,002475,立讯精密,2022-04-28,,,,2022-04-28
3554,002487,大金重工,2022-04-28,,,,2022-04-28
3555,002491,通鼎互联,2022-04-28,,,,2022-04-28
3556,002500,山西证券,2022-04-28,,,,2022-04-28
3557,002511,中顺洁柔,2022-04-28,,,,2022-04-28
3558,002554,惠博普,2022-04-28,,,,2022-04-28
3559,002562,兄弟科技,2022-04-28,,,,2022-04-28
3560,002589,瑞康医药,2022-04-28,2022-04-30,,,2022-04-30
3561,002614,奥佳华,2022-04-28,,,,2022-04-28
3562,002634,*ST棒杰,2022-04-28,,,,2022-04-28
3563,002639,雪人集团,2022-04-28,,,,2022-04-28
3564,002673,西部证券,2022-04-28,,,,2022-04-28
3565,002685,华东重机,2022-04-28,,,,2022-04-28
3566,002705,新宝股份,2022-04-28,,,,2022-04-28
3567,002713,*ST东易,2022-04-28,2022-04-15,,,2022-04-15
3568,002724,海洋王,2022-04-28,,,,2022-04-28
3569,002730,电光科技,2022-04-28,,,,2022-04-28
3570,002732,燕塘乳业,2022-04-28,,,,2022-04-28
3571,002742,三圣股份,2022-04-28,,,,2022-04-28
3572,002748,世龙实业,2022-04-28,,,,2022-04-28
3573,002752,昇兴股份,2022-04-28,,,,2022-04-28
3574,002761,浙江建投,2022-04-28,,,,2022-04-28
3575,002763,汇洁股份,2022-04-28,,,,2022-04-28
3576,002771,真视通,2022-04-28,2022-04-30,,,2022-04-30
3577,002780,三夫户外,2022-04-28,,,,2022-04-28
3578,002792,通宇通讯,2022-04-28,,,,2022-04-28
3579,002805,丰元股份,2022-04-28,,,,2022-04-28
3580,002817,黄山胶囊,2022-04-28,2022-03-12,,,2022-03-12
3581,002822,ST中装,2022-04-28,,,,2022-04-28
3582,002823,凯中精密,2022-04-28,,,,2022-04-28
3583,002849,威星智能,2022-04-28,,,,2022-04-28
3584,002853,皮阿诺,2022-04-28,,,,2022-04-28
3585,002855,捷荣技术,2022-04-28,,,,2022-04-28
3586,002861,瀛通通讯,2022-04-28,,,,2022-04-28
3587,002871,伟隆股份,2022-04-28,,,,2022-04-28
3588,002881,美格智能,2022-04-28,,,,2022-04-28
3589,002888,惠威科技,2022-04-28,,,,2022-04-28
3590,002895,川恒股份,2022-04-28,2022-04-16,,,2022-04-16
3591,002919,名臣健康,2022-04-28,2022-04-29,,,2022-04-29
3592,002930,宏川智慧,2022-04-28,,,,2022-04-28
3593,002955,鸿合科技,2022-04-28,,,,2022-04-28
3594,002970,锐明技术,2022-04-28,,,,2022-04-28
3595,002972,科安达,2022-04-28,,,,2022-04-28
3596,002989,中天精装,2022-04-28,,,,2022-04-28
3597,002991,甘源食品,2022-04-28,,,,2022-04-28
3598,002995,天地在线,2022-04-28,,,,2022-04-28
3599,002999,天禾股份,2022-04-28,,,,2022-04-28
3600,003025,思进智能,2022-04-28,,,,2022-04-28
3601,003037,三和管桩,2022-04-28,,,,2022-04-28
3602,003042,中农联合,2022-04-28,,,,2022-04-28
3603,300002,神州泰岳,2022-04-28,,,,2022-04-28
3604,300004,南风股份,2022-04-28,2022-04-16,,,2022-04-16
3605,300008,天海防务,2022-04-28,,,,2022-04-28
3606,300025,华星创业,2022-04-28,,,,2022-04-28
3607,300027,ST华谊,2022-04-28,,,,2022-04-28
3608,300032,金龙机电,2022-04-28,,,,2022-04-28
3609,300043,星辉娱乐,2022-04-28,,,,2022-04-28
3610,300044,*ST赛为,2022-04-28,,,,2022-04-28
3611,300049,福瑞医科,2022-04-28,,,,2022-04-28
3612,300050,世纪鼎利,2022-04-28,,,,2022-04-28
3613,300058,蓝色光标,2022-04-28,,,,2022-04-28
3614,300071,福石控股,2022-04-28,,,,2022-04-28
3615,300086,康芝药业,2022-04-28,2022-04-07,,,2022-04-07
3616,300097,智云股份,2022-04-28,,,,2022-04-28
3617,300099,尤洛卡,2022-04-28,,,,2022-04-28
3618,300106,西部牧业,2022-04-28,,,,2022-04-28
3619,300113,顺网科技,2022-04-28,,,,2022-04-28
3620,300122,智飞生物,2022-04-28,,,,2022-04-28
3621,300131,英唐智控,2022-04-28,2022-03-22,,,2022-03-22
3622,300133,华策影视,2022-04-28,,,,2022-04-28
3623,300136,信维通信,2022-04-28,,,,2022-04-28
3624,300155,安居宝,2022-04-28,,,,2022-04-28
3625,300159,*ST新研,2022-04-28,,,,2022-04-28
3626,300175,ST朗源,2022-04-28,,,,2022-04-28
3627,300176,鸿特科技,2022-04-28,,,,2022-04-28
3628,300192,科德教育,2022-04-28,,,,2022-04-28
3629,300195,长荣股份,2022-04-28,,,,2022-04-28
3630,300198,*ST纳川,2022-04-28,2022-04-29,,,2022-04-29
3631,300199,翰宇药业,2022-04-28,,,,2022-04-28
3632,300203,聚光科技,2022-04-28,,,,2022-04-28
3633,300219,鸿利智汇,2022-04-28,,,,2022-04-28
3634,300225,*ST金泰,2022-04-28,2022-04-30,,,2022-04-30
3635,300230,永利股份,2022-04-28,,,,2022-04-28
3636,300232,洲明科技,2022-04-28,,,,2022-04-28
3637,300241,瑞丰光电,2022-04-28,,,,2022-04-28
3638,300242,佳云科技,2022-04-28,,,,2022-04-28
3639,300256,星星科技,2022-04-28,,,,2022-04-28
3640,300263,隆华科技,2022-04-28,,,,2022-04-28
3641,300267,尔康制药,2022-04-28,,,,2022-04-28
3642,300270,中威电子,2022-04-28,,,,2022-04-28
3643,300293,蓝英装备,2022-04-28,,,,2022-04-28
3644,300300,海峡创新,2022-04-28,,,,2022-04-28
3645,300302,同有科技,2022-04-28,2022-04-29,,,2022-04-29
3646,300305,裕兴股份,2022-04-28,,,,2022-04-28
3647,300307,慈星股份,2022-04-28,,,,2022-04-28
3648,300315,掌趣科技,2022-04-28,,,,2022-04-28
3649,300317,珈伟新能,2022-04-28,,,,2022-04-28
3650,300318,博晖创新,2022-04-28,,,,2022-04-28
3651,300323,华灿光电,2022-04-28,2022-04-12,,,2022-04-12
3652,300350,华鹏飞,2022-04-28,,,,2022-04-28
3653,300409,道氏技术,2022-04-28,,,,2022-04-28
3654,300417,南华仪器,2022-04-28,,,,2022-04-28
3655,300419,ST浩丰,2022-04-28,,,,2022-04-28
3656,300427,红相股份,2022-04-28,,,,2022-04-28
3657,300429,强力新材,2022-04-28,,,,2022-04-28
3658,300438,鹏辉能源,2022-04-28,,,,2022-04-28
3659,300444,双杰电气,2022-04-28,,,,2022-04-28
3660,300451,创业慧康,2022-04-28,2022-04-15,,,2022-04-15
3661,300469,信息发展,2022-04-28,2022-04-30,,,2022-04-30
3662,300472,*ST新元,2022-04-28,,,,2022-04-28
3663,300474,景嘉微,2022-04-28,,,,2022-04-28
3664,300490,华自科技,2022-04-28,,,,2022-04-28
3665,300492,华图山鼎,2022-04-28,,,,2022-04-28
3666,300503,昊志机电,2022-04-28,2022-04-22,,,2022-04-22
3667,300510,金冠股份,2022-04-28,,,,2022-04-28
3668,300513,恒实科技,2022-04-28,,,,2022-04-28
3669,300518,新迅达,2022-04-28,,,,2022-04-28
3670,300522,世名科技,2022-04-28,,,,2022-04-28
3671,300536,农尚环境,2022-04-28,,,,2022-04-27
3672,300540,蜀道装备,2022-04-28,2022-04-20,,,2022-04-20
3673,300546,雄帝科技,2022-04-28,,,,2022-04-28
3674,300547,川环科技,2022-04-28,,,,2022-04-28
3675,300550,和仁科技,2022-04-28,,,,2022-04-28
3676,300551,古鳌科技,2022-04-28,2022-04-30,,,2022-04-30
3677,300572,安车检测,2022-04-28,,,,2022-04-28
3678,300576,容大感光,2022-04-28,,,,2022-04-28
3679,300578,会畅科技,2022-04-28,,,,2022-04-28
3680,300581,晨曦航空,2022-04-28,2022-04-08,,,2022-04-08
3681,300589,江龙船艇,2022-04-28,,,,2022-04-28
3682,300601,康泰生物,2022-04-28,,,,2022-04-28
3683,300605,恒锋信息,2022-04-28,,,,2022-04-28
3684,300616,尚品宅配,2022-04-28,,,,2022-04-28
3685,300622,博士眼镜,2022-04-28,,,,2022-04-28
3686,300635,中达安,2022-04-28,,,,2022-04-28
3687,300649,杭州园林,2022-04-28,,,,2022-04-28
3688,300654,世纪天鸿,2022-04-28,,,,2022-04-28
3689,300655,晶瑞电材,2022-04-28,,,,2022-04-28
3690,300672,国科微,2022-04-28,,,,2022-04-28
3691,300679,电连技术,2022-04-28,,,,2022-04-28
3692,300680,隆盛科技,2022-04-28,,,,2022-04-28
3693,300687,赛意信息,2022-04-28,,,,2022-04-28
3694,300688,创业黑马,2022-04-28,,,,2022-03-17
3695,300708,聚灿光电,2022-04-28,2022-01-29,,,2022-01-29
3696,300712,永福股份,2022-04-28,,,,2022-04-28
3697,300724,捷佳伟创,2022-04-28,2022-04-27,,,2022-04-27
3698,300736,百邦科技,2022-04-28,2022-04-30,,,2022-04-30
3699,300737,科顺股份,2022-04-28,,,,2022-04-28
3700,300740,水羊股份,2022-04-28,,,,2022-04-28
3701,300756,金马游乐,2022-04-28,,,,2022-04-28
3702,300769,德方纳米,2022-04-28,2022-03-30,,,2022-03-30
3703,300770,新媒股份,2022-04-28,,,,2022-04-28
3704,300777,中简科技,2022-04-28,,,,2022-04-28
3705,300782,卓胜微,2022-04-28,,,,2022-04-28
3706,300814,中富电路,2022-04-28,,,,2022-04-28
3707,300853,申昊科技,2022-04-28,,,,2022-04-28
3708,300864,南大环境,2022-04-28,,,,2022-04-28
3709,300920,润阳科技,2022-04-28,,,,2022-04-28
3710,300969,恒帅股份,2022-04-28,,,,2022-04-28
3711,300981,中红医疗,2022-04-28,,,,2022-04-28
3712,301017,漱玉平民,2022-04-28,,,,2022-04-28
3713,301037,保立佳,2022-04-28,,,,2022-04-28
3714,301038,深水规院,2022-04-28,2022-04-13,,,2022-04-13
3715,301041,金百泽,2022-04-28,,,,2022-04-28
3716,301063,海锅股份,2022-04-28,,,,2022-04-28
3717,301078,孩子王,2022-04-28,,,,2022-04-28
3718,301082,久盛电气,2022-04-28,,,,2022-04-28
3719,301116,益客食品,2022-04-28,,,,2022-04-28
3720,301131,聚赛龙,2022-04-28,,,,2022-04-28
3721,301148,嘉戎技术,2022-04-28,,,,2022-04-28
3722,301155,海力风电,2022-04-28,,,,2022-04-28
3723,301178,天亿马,2022-04-28,,,,2022-04-28
3724,301211,亨迪药业,2022-04-28,,,,2022-04-28
3725,301218,华是科技,2022-04-28,,,,2022-04-28
3726,301226,祥明智能,2022-04-28,,,,2022-04-28
3727,301228,实朴检测,2022-04-28,,,,2022-04-28
3728,301248,杰创智能,2022-04-28,,,,2022-04-28
3729,600010,包钢股份,2022-04-28,2022-04-15,,,2022-04-15
3730,600079,ST人福,2022-04-28,,,,2022-04-28
3731,600100,同方股份,2022-04-28,,,,2022-04-28
3732,600120,浙江东方,2022-04-28,,,,2022-04-28
3733,600162,香江控股,2022-04-28,2022-04-29,,,2022-04-29
3734,600169,ST太重,2022-04-28,,,,2022-04-28
3735,600180,*ST瑞茂,2022-04-28,,,,2022-04-28
3736,600197,伊力特,2022-04-28,,,,2022-04-28
3737,600226,亨通股份,2022-04-28,,,,2022-04-28
3738,600248,陕建股份,2022-04-28,,,,2022-04-28
3739,600337,ST美克,2022-04-28,,,,2022-04-28
3740,600351,亚宝药业,2022-04-28,,,,2022-04-28
3741,600382,广东明珠,2022-04-28,,,,2022-04-28
3742,600388,龙净环保,2022-04-28,2022-04-30,,,2022-04-30
3743,600395,盘江股份,2022-04-28,,,,2022-04-28
3744,600419,天润乳业,2022-04-28,,,,2022-04-28
3745,600513,联环药业,2022-04-28,,,,2022-04-28
3746,600520,三佳科技,2022-04-28,,,,2022-04-28
3747,600525,ST长园,2022-04-28,,,,2022-04-28
3748,600530,交大昂立,2022-04-28,,,,2022-04-28
3749,600540,新赛股份,2022-04-28,,,,2022-04-28
3750,600543,*ST莫高,2022-04-28,,,,2022-04-28
3751,600545,卓郎智能,2022-04-28,2022-04-30,,,2022-04-30
3752,600562,国睿科技,2022-04-28,,,,2022-04-28
3753,600590,泰豪科技,2022-04-28,,,,2022-04-28
3754,600636,*ST国化,2022-04-28,,,,2022-04-28
3755,600715,文投控股,2022-04-28,,,,2022-04-28
3756,600726,华电能源,2022-04-28,,,,2022-04-28
3757,600763,通策医疗,2022-04-28,,,,2022-04-28
3758,600778,友好集团,2022-04-28,,,,2022-04-28
3759,600798,宁波海运,2022-04-28,,,,2022-04-28
3760,600809,山西汾酒,2022-04-28,,,,2022-04-28
3761,600834,申通地铁,2022-04-28,,,,2022-04-28
3762,600887,伊利股份,2022-04-28,,,,2022-04-28
3763,600892,*ST大晟,2022-04-28,,,,2022-04-28
3764,600905,三峡能源,2022-04-28,,,,2022-04-28
3765,600919,江苏银行,2022-04-28,2022-04-13,,,2022-04-13
3766,600939,重庆建工,2022-04-28,,,,2022-04-28
3767,601003,柳钢股份,2022-04-28,,,,2022-04-28
3768,601006,大秦铁路,2022-04-28,,,,2022-04-28
3769,601012,隆基绿能,2022-04-28,,,,2022-04-28
3770,601106,中国一重,2022-04-28,,,,2022-04-28
3771,601139,深圳燃气,2022-04-28,,,,2022-04-28
3772,601225,陕西煤业,2022-04-28,,,,2022-04-28
3773,601233,桐昆股份,2022-04-28,,,,2022-04-28
3774,601366,利群股份,2022-04-28,,,,2022-04-28
3775,601369,陕鼓动力,2022-04-28,,,,2022-04-28
3776,601500,通用股份,2022-04-28,,,,2022-04-28
3777,601619,嘉泽新能,2022-04-28,,,,2022-04-28
3778,601669,中国电建,2022-04-28,,,,2022-04-28
3779,601838,成都银行,2022-04-28,,,,2022-04-28
3780,601858,中国科传,2022-04-28,,,,2022-04-28
3781,601900,南方传媒,2022-04-28,,,,2022-04-28
3782,601985,中国核电,2022-04-28,,,,2022-04-28
3783,603006,联明股份,2022-04-28,,,,2022-04-28
3784,603007,花王股份,2022-04-28,,,,2022-04-28
3785,603011,合锻智能,2022-04-28,,,,2022-04-28
3786,603016,新宏泰,2022-04-28,,,,2022-04-28
3787,603038,华立股份,2022-04-28,,,,2022-04-28
3788,603051,鹿山新材,2022-04-28,,,,2022-04-28
3789,603083,剑桥科技,2022-04-28,,,,2022-04-28
3790,603087,甘李药业,2022-04-28,,,,2022-04-28
3791,603110,东方材料,2022-04-28,,,,2022-04-28
3792,603116,红蜻蜓,2022-04-28,,,,2022-04-28
3793,603158,腾龙股份,2022-04-28,,,,2022-04-28
3794,603185,弘元绿能,2022-04-28,,,,2022-04-28
3795,603197,保隆科技,2022-04-28,,,,2022-04-28
3796,603223,恒通股份,2022-04-28,2022-04-22,,,2022-04-22
3797,603229,奥翔药业,2022-04-28,2022-04-20,,,2022-04-20
3798,603233,大参林,2022-04-28,,,,2022-04-28
3799,603238,诺邦股份,2022-04-28,,,,2022-04-28
3800,603261,*ST立航,2022-04-28,,,,2022-04-28
3801,603277,银都股份,2022-04-28,,,,2022-04-28
3802,603286,日盈电子,2022-04-28,,,,2022-04-28
3803,603299,苏盐井神,2022-04-28,,,,2022-04-28
3804,603308,应流股份,2022-04-28,,,,2022-04-28
3805,603321,梅轮电梯,2022-04-28,2022-04-30,,,2022-04-30
3806,603323,苏农银行,2022-04-28,,,,2022-04-28
3807,603353,和顺石油,2022-04-28,,,,2022-04-28
3808,603387,基蛋生物,2022-04-28,,,,2022-04-28
3809,603390,通达电气,2022-04-28,,,,2022-04-28
3810,603396,金辰股份,2022-04-28,,,,2022-04-28
3811,603517,ST绝味,2022-04-28,,,,2022-04-28
3812,603528,多伦科技,2022-04-28,,,,2022-04-28
3813,603586,金麒麟,2022-04-28,,,,2022-04-28
3814,603587,地素时尚,2022-04-28,,,,2022-04-28
3815,603588,高能环境,2022-04-28,,,,2022-04-28
3816,603589,口子窖,2022-04-28,,,,2022-04-28
3817,603599,广信股份,2022-04-28,,,,2022-04-28
3818,603607,京华激光,2022-04-28,,,,2022-04-28
3819,603616,韩建河山,2022-04-28,,,,2022-04-28
3820,603630,拉芳家化,2022-04-28,,,,2022-04-28
3821,603636,南威软件,2022-04-28,,,,2022-04-28
3822,603662,柯力传感,2022-04-28,,,,2022-04-28
3823,603666,亿嘉和,2022-04-28,,,,2022-04-28
3824,603667,五洲新春,2022-04-28,,,,2022-04-28
3825,603680,今创集团,2022-04-28,,,,2022-04-28
3826,603697,有友食品,2022-04-28,,,,2022-04-28
3827,603709,中源家居,2022-04-28,,,,2022-04-28
3828,603712,七一二,2022-04-28,,,,2022-04-28
3829,603733,仙鹤股份,2022-04-28,,,,2022-04-28
3830,603768,常青股份,2022-04-28,,,,2022-04-28
3831,603778,国晟科技,2022-04-28,,,,2022-04-28
3832,603790,雅运股份,2022-04-28,,,,2022-04-28
3833,603808,歌力思,2022-04-28,2022-04-30,,,2022-04-30
3834,603818,曲美家居,2022-04-28,,,,2022-04-28
3835,603823,百合花,2022-04-28,,,,2022-04-28
3836,603825,ST华扬,2022-04-28,,,,2022-04-28
3837,603828,*ST利达,2022-04-28,,,,2022-04-28
3838,603839,安正时尚,2022-04-28,,,,2022-04-28
3839,603858,步长制药,2022-04-28,,,,2022-04-28
3840,603868,飞科电器,2022-04-28,,,,2022-04-28
3841,603895,天永智能,2022-04-28,2022-04-30,,,2022-04-30
3842,603898,好莱客,2022-04-28,,,,2022-04-28
3843,603900,莱绅通灵,2022-04-28,,,,2022-04-28
3844,603915,国茂股份,2022-04-28,,,,2022-04-28
3845,603922,ST金鸿顺,2022-04-28,,,,2022-04-28
3846,603928,兴业股份,2022-04-28,,,,2022-04-28
3847,603949,雪龙集团,2022-04-28,,,,2022-04-28
3848,603958,哈森股份,2022-04-28,,,,2022-04-28
3849,603959,ST百利,2022-04-28,,,,2022-04-28
3850,603966,法兰泰克,2022-04-28,,,,2022-04-28
3851,603982,泉峰汽车,2022-04-28,,,,2022-04-28
3852,603986,兆易创新,2022-04-28,,,,2022-04-28
3853,605003,众望布艺,2022-04-28,,,,2022-04-28
3854,605007,五洲特纸,2022-04-28,,,,2022-04-28
3855,605008,长鸿高科,2022-04-28,,,,2022-04-28
3856,605011,杭州热电,2022-04-28,,,,2022-04-28
3857,605055,迎丰股份,2022-04-28,,,,2022-04-28
3858,605060,联德股份,2022-04-28,,,,2022-04-28
3859,605080,浙江自然,2022-04-28,,,,2022-04-28
3860,605099,共创草坪,2022-04-28,,,,2022-04-28
3861,605188,国光连锁,2022-04-28,,,,2022-04-28
3862,605199,ST葫芦娃,2022-04-28,,,,2022-04-28
3863,605255,天普股份,2022-04-28,,,,2022-04-28
3864,605259,绿田机械,2022-04-28,,,,2022-04-28
3865,605266,健之佳,2022-04-28,,,,2022-04-28
3866,605287,德才股份,2022-04-28,,,,2022-04-28
3867,605288,凯迪股份,2022-04-28,,,,2022-04-28
3868,605303,园林股份,2022-04-28,,,,2022-04-28
3869,605378,野马电池,2022-04-28,,,,2022-04-28
3870,688066,*ST航图,2022-04-28,,,,2022-04-28
3871,688067,爱威科技,2022-04-28,,,,2022-04-28
3872,688068,热景生物,2022-04-28,,,,2022-04-28
3873,688075,安旭生物,2022-04-28,,,,2022-04-28
3874,688076,ST诺泰,2022-04-28,,,,2022-04-28
3875,688088,虹软科技,2022-04-28,,,,2022-04-28
3876,688095,福昕软件,2022-04-28,,,,2022-04-28
3877,688098,申联生物,2022-04-28,,,,2022-04-28
3878,688126,沪硅产业,2022-04-28,2022-04-13,,,2022-04-13
3879,688150,莱特光电,2022-04-28,,,,2022-04-28
3880,688163,赛伦生物,2022-04-28,2022-04-30,,,2022-04-30
3881,688167,炬光科技,2022-04-28,,,,2022-04-28
3882,688191,智洋创新,2022-04-28,2022-04-21,,,2022-04-21
3883,688206,概伦电子,2022-04-28,2022-04-15,,,2022-04-15
3884,688218,江苏北人,2022-04-28,,,,2022-04-28
3885,688229,博睿数据,2022-04-28,,,,2022-04-28
3886,688265,南模生物,2022-04-28,,,,2022-04-28
3887,688267,中触媒,2022-04-28,,,,2022-04-28
3888,688298,东方生物,2022-04-28,,,,2022-04-28
3889,688316,青云科技,2022-04-28,,,,2022-04-28
3890,688319,欧林生物,2022-04-28,,,,2022-04-28
3891,688408,中信博,2022-04-28,,,,2022-04-28
3892,688466,金科环境,2022-04-28,,,,2022-04-28
3893,688468,科美诊断,2022-04-28,,,,2022-04-28
3894,688528,秦川物联,2022-04-28,,,,2022-04-28
3895,688533,上声电子,2022-04-28,,,,2022-04-28
3896,688559,海目星,2022-04-28,,,,2022-04-28
3897,688566,吉贝尔,2022-04-28,,,,2022-04-28
3898,688580,伟思医疗,2022-04-28,,,,2022-04-28
3899,688595,芯海科技,2022-04-28,,,,2022-04-28
3900,688596,正帆科技,2022-04-28,,,,2022-04-28
3901,688599,天合光能,2022-04-28,,,,2022-04-28
3902,688606,奥泰生物,2022-04-28,,,,2022-04-28
3903,688609,九联科技,2022-04-28,,,,2022-04-28
3904,688626,翔宇医疗,2022-04-28,,,,2022-04-28
3905,688628,优利德,2022-04-28,,,,2022-04-28
3906,688630,芯碁微装,2022-04-28,,,,2022-04-28
3907,688633,星球石墨,2022-04-28,,,,2022-04-28
3908,688667,菱电电控,2022-04-28,,,,2022-04-28
3909,688678,福立旺,2022-04-28,,,,2022-04-28
3910,688683,莱尔科技,2022-04-28,,,,2022-04-28
3911,688737,中自科技,2022-04-28,,,,2022-04-28
3912,688767,博拓生物,2022-04-28,,,,2022-04-28
3913,688788,科思科技,2022-04-28,,,,2022-04-28
3914,000004,*ST国华,2022-04-29,2022-04-30,,,2022-04-30
3915,000007,全新好,2022-04-29,2022-04-30,,,2022-04-30
3916,000036,华联控股,2022-04-29,,,,2022-04-29
3917,000078,ST海王,2022-04-29,,,,2022-04-29
3918,000153,丰原药业,2022-04-29,,,,2022-04-29
3919,000156,华数传媒,2022-04-29,,,,2022-04-29
3920,000506,招金黄金,2022-04-29,,,,2022-04-29
3921,000525,红太阳,2022-04-29,2022-04-30,,,2022-04-30
3922,000536,华映科技,2022-04-29,,,,2022-04-29
3923,000537,绿发电力,2022-04-29,,,,2022-04-29
3924,000545,金浦钛业,2022-04-29,,,,2022-04-29
3925,000558,天府文旅,2022-04-29,,,,2022-04-29
3926,000568,泸州老窖,2022-04-29,,,,2022-04-29
3927,000599,青岛双星,2022-04-29,2022-04-15,2022-04-29,,2022-04-29
3928,000628,高新发展,2022-04-29,2022-04-28,,,2022-04-28
3929,000657,中钨高新,2022-04-29,,,,2022-04-29
3930,000659,珠海中富,2022-04-29,,,,2022-04-29
3931,000678,襄阳轴承,2022-04-29,,,,2022-04-29
3932,000726,鲁泰A,2022-04-29,,,,2022-04-29
3933,000733,振华科技,2022-04-29,,,,2022-04-29
3934,000752,*ST西发,2022-04-29,,,,2022-04-29
3935,000758,中色股份,2022-04-29,,,,2022-04-29
3936,000762,西藏矿业,2022-04-29,,,,2022-04-29
3937,000767,晋控电力,2022-04-29,,,,2022-04-29
3938,000785,居然智家,2022-04-29,2022-04-22,,,2022-04-22
3939,000788,北大医药,2022-04-29,,,,2022-04-29
3940,000799,酒鬼酒,2022-04-29,,,,2022-04-29
3941,000802,北京文化,2022-04-29,2022-04-27,,,2022-04-27
3942,000831,中国稀土,2022-04-29,,,,2022-04-29
3943,000852,石化机械,2022-04-29,,,,2022-04-29
3944,000858,五粮液,2022-04-29,,,,2022-04-29
3945,000882,华联股份,2022-04-29,,,,2022-04-29
3946,000893,亚钾国际,2022-04-29,2022-04-02,,,2022-04-02
3947,000922,佳电股份,2022-04-29,2022-04-09,,,2022-04-09
3948,000930,中粮科技,2022-04-29,,,,2022-04-29
3949,000955,欣龙控股,2022-04-29,,,,2022-04-29
3950,000959,首钢股份,2022-04-29,,,,2022-04-29
3951,000966,长源电力,2022-04-29,,,,2022-04-29
3952,000983,山西焦煤,2022-04-29,,,,2022-04-29
3953,001208,华菱线缆,2022-04-29,,,,2022-04-29
3954,001210,金房能源,2022-04-29,,,,2022-04-29
3955,001211,双枪科技,2022-04-29,,,,2022-04-29
3956,001215,千味央厨,2022-04-29,,,,2022-04-29
3957,001313,粤海饲料,2022-04-29,,,,2022-04-29
3958,002005,ST德豪,2022-04-29,,,,2022-04-29
3959,002021,中捷资源,2022-04-29,,,,2022-04-29
3960,002045,国光电器,2022-04-29,2022-04-28,,,2022-04-28
3961,002061,浙江交科,2022-04-29,,,,2022-04-29
3962,002065,东华软件,2022-04-29,,,,2022-04-29
3963,002074,国轩高科,2022-04-29,,,,2022-04-29
3964,002085,万丰奥威,2022-04-29,,,,2022-04-29
3965,002095,生意宝,2022-04-29,,,,2022-04-29
3966,002104,恒宝股份,2022-04-29,,,,2022-04-29
3967,002122,ST汇洲,2022-04-29,,,,2022-04-29
3968,002150,正泰电源,2022-04-29,,,,2022-04-29
3969,002161,远望谷,2022-04-29,,,,2022-04-29
3970,002170,芭田股份,2022-04-29,,,,2022-04-29
3971,002172,澳洋健康,2022-04-29,,,,2022-04-29
3972,002174,游族网络,2022-04-29,2022-04-28,2022-04-30,,2022-04-30
3973,002175,*ST东智,2022-04-29,2022-03-26,,,2022-03-26
3974,002176,江特电机,2022-04-29,,,,2022-04-29
3975,002177,御银股份,2022-04-29,,,,2022-04-29
3976,002197,证通电子,2022-04-29,,,,2022-04-29
3977,002207,*ST准油,2022-04-29,,,,2022-04-29
3978,002210,飞马国际,2022-04-29,,,,2022-04-29
3979,002211,ST宏达,2022-04-29,2022-04-30,,,2022-04-30
3980,002259,升达林业,2022-04-29,,,,2022-04-29
3981,002286,保龄宝,2022-04-29,,,,2022-04-29
3982,002303,美盈森,2022-04-29,,,,2022-04-29
3983,002304,洋河股份,2022-04-29,,,,2022-04-29
