序号,股票代码,股票简称,首次预约时间,一次变更日期,二次变更日期,三次变更日期,实际披露时间
1156,603043,广州酒家,2022-03-31,,,,2022-03-31
1157,603063,禾望电气,2022-03-31,,,,2022-03-31
1158,603069,海汽集团,2022-03-31,,,,2022-03-31
1159,603090,宏盛股份,2022-03-31,,,,2022-03-31
1160,603101,汇嘉时代,2022-03-31,2022-04-16,,,2022-04-16
1161,603127,昭衍新药,2022-03-31,,,,2022-03-31
1162,603155,新亚强,2022-03-31,,,,2022-03-31
1163,603165,荣晟环保,2022-03-31,,,,2022-03-31
1164,603220,中贝通信,2022-03-31,2022-04-15,,,2022-04-15
1165,603222,济民健康,2022-03-31,2022-03-24,,,2022-03-24
1166,603258,电魂网络,2022-03-31,,,,2022-03-31
1167,603300,海南华铁,2022-03-31,,,,2022-03-31
1168,603317,天味食品,2022-03-31,,,,2022-03-31
1169,603318,水发燃气,2022-03-31,2022-04-26,,,2022-04-26
1170,603319,美湖股份,2022-03-31,,,,2022-03-31
1171,603333,尚纬股份,2022-03-31,,,,2022-03-31
1172,603368,柳药集团,2022-03-31,,,,2022-03-31
1173,603385,惠达卫浴,2022-03-31,2022-04-15,,,2022-04-15
1174,603393,新天然气,2022-03-31,,,,2022-03-31
1175,603626,科森科技,2022-03-31,2022-04-28,,,2022-04-28
1176,603668,天马科技,2022-03-31,2022-04-07,,,2022-04-07
1177,603700,宁水集团,2022-03-31,,,,2022-03-31
1178,603758,秦安股份,2022-03-31,2022-03-26,,,2022-03-26
1179,603767,中马传动,2022-03-31,,,,2022-03-31
1180,603863,松炀资源,2022-03-31,,,,2022-03-31
1181,603929,亚翔集成,2022-03-31,2022-03-30,,,2022-03-30
1182,603938,三孚股份,2022-03-31,2022-03-10,,,2022-03-10
1183,603997,继峰股份,2022-03-31,,,,2022-03-31
1184,605488,福莱新材,2022-03-31,,,,2022-03-31
1185,688002,睿创微纳,2022-03-31,,,,2022-03-31
1186,688012,中微公司,2022-03-31,,,,2022-03-31
1187,688025,杰普特,2022-03-31,,,,2022-03-31
1188,688050,爱博医疗,2022-03-31,,,,2022-03-31
1189,688148,芳源股份,2022-03-31,,,,2022-03-31
1190,688268,华特气体,2022-03-31,,,,2022-03-31
1191,688269,凯立新材,2022-03-31,,,,2022-03-31
1192,688278,特宝生物,2022-03-31,,,,2022-03-31
1193,688300,联瑞新材,2022-03-31,,,,2022-03-31
1194,688386,泛亚微透,2022-03-31,,,,2022-03-31
1195,688425,铁建重工,2022-03-31,,,,2022-03-31
1196,688500,慧辰股份,2022-03-31,2022-04-29,2022-04-30,,2022-04-30
1197,688557,兰剑智能,2022-03-31,,,,2022-03-31
1198,688661,和林微纳,2022-03-31,,,,2022-03-31
1199,688722,同益中,2022-03-31,,,,2022-03-31
1200,688778,厦钨新能,2022-03-31,,,,2022-03-31
1201,688981,中芯国际,2022-03-31,,,,2022-03-31
1202,000058,深赛格,2022-04-01,2022-03-18,,,2022-03-18
1203,000429,粤高速A,2022-04-01,2022-03-16,,,2022-03-16
1204,000541,佛山照明,2022-04-01,,,,2022-04-01
1205,000710,贝瑞基因,2022-04-01,2022-04-15,,,2022-04-15
1206,000811,冰轮环境,2022-04-01,,,,2022-04-01
1207,000911,*ST广糖,2022-04-01,2022-04-27,,,2022-04-27
1208,000951,中国重汽,2022-04-01,,,,2022-04-01
1209,001696,宗申动力,2022-04-01,,,,2022-04-01
1210,002032,苏泊尔,2022-04-01,,,,2022-04-01
1211,002039,黔源电力,2022-04-01,,,,2022-04-01
1212,002428,云南锗业,2022-04-01,,,,2022-04-01
1213,002474,榕基软件,2022-04-01,,,,2022-04-01
1214,002587,奥拓电子,2022-04-01,,,,2022-04-01
1215,002642,荣联科技,2022-04-01,2022-04-22,,,2022-04-22
1216,300069,金利华电,2022-04-01,2022-03-22,,,2022-03-22
1217,300077,国民技术,2022-04-01,,,,2022-04-01
1218,300320,海达股份,2022-04-01,,,,2022-04-01
1219,300402,宝色股份,2022-04-01,,,,2022-04-01
1220,300598,诚迈科技,2022-04-01,2022-04-15,,,2022-04-15
1221,300731,科创新源,2022-04-01,2022-04-09,,,2022-04-09
1222,600097,开创国际,2022-04-01,,,,2022-04-01
1223,600526,菲达环保,2022-04-01,,,,2022-04-01
1224,600558,大西洋,2022-04-01,,,,2022-04-01
1225,600855,航天长峰,2022-04-01,,,,2022-04-01
1226,601519,大智慧,2022-04-01,2022-04-15,,,2022-04-15
1227,601857,中国石油,2022-04-01,,,,2022-04-01
1228,603722,阿科力,2022-04-01,,,,2022-04-01
1229,603896,寿仙谷,2022-04-01,,,,2022-04-01
1230,605177,东亚药业,2022-04-01,,,,2022-04-01
1231,688180,君实生物,2022-04-01,,,,2022-04-01
1232,688234,天岳先进,2022-04-01,,,,2022-04-01
1233,688585,上纬新材,2022-04-01,,,,2022-04-01
1234,000031,大悦城,2022-04-02,2022-03-30,2022-04-12,,2022-04-12
1235,000548,湖南投资,2022-04-02,,,,2022-04-02
1236,000561,烽火电子,2022-04-02,2022-04-16,,,2022-04-16
1237,000617,中油资本,2022-04-02,,,,2022-04-02
1238,000669,ST金鸿,2022-04-02,2022-04-23,2022-04-28,,2022-04-28
1239,000738,航发控制,2022-04-02,,,,2022-04-02
1240,000751,锌业股份,2022-04-02,,,,2022-04-02
1241,000900,现代投资,2022-04-02,,,,2022-04-02
1242,000987,越秀资本,2022-04-02,,,,2022-04-02
1243,001965,招商公路,2022-04-02,,,,2022-04-02
1244,002029,七匹狼,2022-04-02,,,,2022-04-02
1245,002051,中工国际,2022-04-02,,,,2022-04-02
1246,002302,西部建设,2022-04-02,,,,2022-04-02
1247,002354,天娱数科,2022-04-02,2022-04-16,,,2022-04-16
1248,002578,闽发铝业,2022-04-02,,,,2022-04-02
1249,002697,红旗连锁,2022-04-02,,,,2022-04-02
1250,300657,弘信电子,2022-04-02,2022-04-20,2022-04-29,,2022-04-29
1251,300907,康平科技,2022-04-02,,,,2022-04-02
1252,300953,震裕科技,2022-04-02,,,,2022-04-02
1253,600008,首创环保,2022-04-02,2022-04-09,,,2022-04-09
1254,600076,康欣新材,2022-04-02,,,,2022-04-02
1255,600127,金健米业,2022-04-02,2022-03-31,,,2022-03-31
1256,600132,重庆啤酒,2022-04-02,,,,2022-04-02
1257,600616,金枫酒业,2022-04-02,,,,2022-04-02
1258,600768,宁波富邦,2022-04-02,,,,2022-04-02
1259,600833,第一医药,2022-04-02,,,,2022-04-02
1260,601058,赛轮轮胎,2022-04-02,,,,2022-04-02
1261,601158,重庆水务,2022-04-02,,,,2022-04-02
1262,603380,易德龙,2022-04-02,,,,2022-04-02
1263,688393,安必平,2022-04-02,,,,2022-04-02
1264,688700,东威科技,2022-04-02,2022-04-16,,,2022-04-16
1265,300041,回天新材,2022-04-06,2022-04-23,,,2022-04-23
1266,301068,大地海洋,2022-04-06,,,,2022-04-06
1267,000863,三湘印象,2022-04-07,,,,2022-04-07
1268,003011,海象新材,2022-04-07,,,,2022-04-07
1269,300341,麦克奥迪,2022-04-07,,,,2022-04-07
1270,300507,苏奥传感,2022-04-07,,,,2022-04-07
1271,300641,正丹股份,2022-04-07,,,,2022-04-07
1272,300823,建科智能,2022-04-07,,,,2022-04-07
1273,301235,华康洁净,2022-04-07,,,,2022-04-07
1274,600346,恒力石化,2022-04-07,,,,2022-04-07
1275,600476,*ST湘邮,2022-04-07,2022-04-29,,,2022-04-29
1276,600567,山鹰国际,2022-04-07,2022-04-16,,,2022-04-16
1277,600731,湖南海利,2022-04-07,,,,2022-04-07
1278,600873,梅花生物,2022-04-07,2022-03-14,,,2022-03-14
1279,601069,西部黄金,2022-04-07,,,,2022-04-07
1280,603585,苏利股份,2022-04-07,,,,2022-04-07
1281,603693,江苏新能,2022-04-07,,,,2022-04-07
1282,603989,艾华集团,2022-04-07,,,,2022-04-07
1283,688065,凯赛生物,2022-04-07,,,,2022-04-07
1284,688182,灿勤科技,2022-04-07,,,,2022-04-07
1285,688202,美迪西,2022-04-07,,,,2022-04-07
1286,688270,ST臻镭,2022-04-07,,,,2022-04-07
1287,688553,汇宇制药,2022-04-07,,,,2022-04-07
1288,000025,特力A,2022-04-08,,,,2022-04-08
1289,000523,红棉股份,2022-04-08,2022-04-15,2022-04-27,2022-04-30,2022-04-30
1290,000702,正虹科技,2022-04-08,,,,2022-04-08
1291,000719,中原传媒,2022-04-08,,,,2022-04-08
1292,000920,沃顿科技,2022-04-08,2022-04-30,,,2022-04-30
1293,000949,新乡化纤,2022-04-08,,,,2022-04-08
1294,002011,盾安环境,2022-04-08,,,,2022-04-08
1295,002142,宁波银行,2022-04-08,,,,2022-04-08
1296,002167,东方锆业,2022-04-08,2022-03-16,,,2022-03-16
1297,002188,中天服务,2022-04-08,2022-01-29,,,2022-01-29
1298,002289,*ST宇顺,2022-04-08,,,,2022-04-08
1299,002290,禾盛新材,2022-04-08,,,,2022-04-08
1300,002338,奥普光电,2022-04-08,2022-04-29,,,2022-04-29
1301,002353,杰瑞股份,2022-04-08,2022-04-15,,,2022-04-15
1302,002414,高德红外,2022-04-08,,,,2022-04-08
1303,002439,启明星辰,2022-04-08,,,,2022-04-08
1304,002532,天山铝业,2022-04-08,,,,2022-04-08
1305,002583,海能达,2022-04-08,,,,2022-04-08
1306,002677,浙江美大,2022-04-08,,,,2022-04-08
1307,002693,*ST双成,2022-04-08,,,,2022-04-08
1308,002736,国信证券,2022-04-08,2022-04-19,,,2022-04-19
1309,002774,快意电梯,2022-04-08,,,,2022-04-08
1310,002858,力盛体育,2022-04-08,,,,2022-04-08
1311,002935,天奥电子,2022-04-08,,,,2022-04-08
1312,002949,华阳国际,2022-04-08,,,,2022-04-08
1313,300042,朗科科技,2022-04-08,,,,2022-04-08
1314,300070,碧水源,2022-04-08,,,,2022-04-08
1315,300083,创世纪,2022-04-08,2022-02-19,,,2022-02-19
1316,300105,龙源技术,2022-04-08,,,,2022-04-08
1317,300205,*ST天喻,2022-04-08,2022-04-22,2022-04-28,,2022-04-28
1318,300268,*ST佳沃,2022-04-08,,,,2022-04-08
1319,300386,飞天诚信,2022-04-08,,,,2022-04-08
1320,300528,幸福蓝海,2022-04-08,,,,2022-04-08
1321,300548,长芯博创,2022-04-08,,,,2022-04-08
1322,300608,思特奇,2022-04-08,,,,2022-04-08
1323,300813,泰林生物,2022-04-08,2022-04-19,,,2022-04-19
1324,300822,贝仕达克,2022-04-08,,,,2022-04-08
1325,300828,锐新科技,2022-04-08,,,,2022-04-08
1326,300876,蒙泰高新,2022-04-08,,,,2022-04-08
1327,300918,南山智尚,2022-04-08,,,,2022-04-08
1328,300929,华骐环保,2022-04-08,2022-03-10,,,2022-03-10
1329,300979,华利集团,2022-04-08,,,,2022-04-08
1330,301005,超捷股份,2022-04-08,,,,2022-04-08
1331,301028,鼎熔岩,2022-04-08,,,,2022-04-08
1332,301158,德石股份,2022-04-08,2022-04-15,,,2022-04-15
1333,301229,纽泰格,2022-04-08,,,,2022-04-08
1334,600198,大唐电信,2022-04-08,,,,2022-04-08
1335,600322,津投城开,2022-04-08,2022-04-30,2022-04-12,,2022-04-12
1336,600396,华电辽能,2022-04-08,,,,2022-04-08
1337,600416,湘电股份,2022-04-08,,,,2022-04-08
1338,600468,百利电气,2022-04-08,2022-04-20,,,2022-04-20
1339,600711,盛屯矿业,2022-04-08,2022-04-26,,,2022-04-26
1340,600818,ST中路,2022-04-08,2022-04-20,,,2022-04-20
1341,600984,建设机械,2022-04-08,2022-04-16,,,2022-04-16
1342,601000,唐山港,2022-04-08,,,,2022-04-08
1343,601218,吉鑫科技,2022-04-08,,,,2022-04-08
1344,601606,长城军工,2022-04-08,,,,2022-04-08
1345,601636,旗滨集团,2022-04-08,,,,2022-04-08
1346,603009,北特科技,2022-04-08,,,,2022-04-08
1347,603109,神驰机电,2022-04-08,,,,2022-04-08
1348,603279,景津装备,2022-04-08,,,,2022-04-08
1349,603289,泰瑞机器,2022-04-08,,,,2022-04-08
1350,603298,杭叉集团,2022-04-08,,,,2022-04-08
1351,603444,吉比特,2022-04-08,,,,2022-04-08
1352,603501,豪威集团,2022-04-08,2022-04-19,,,2022-04-19
1353,603505,金石资源,2022-04-08,,,,2022-04-08
1354,603757,大元泵业,2022-04-08,,,,2022-04-08
1355,603936,博敏电子,2022-04-08,2022-04-18,,,2022-04-18
1356,605081,*ST太和,2022-04-08,2022-04-26,,,2022-04-26
1357,605155,西大门,2022-04-08,,,,2022-04-08
1358,688015,交控科技,2022-04-08,,,,2022-04-08
1359,688063,派能科技,2022-04-08,,,,2022-04-08
1360,688133,泰坦科技,2022-04-08,2022-04-28,,,2022-04-28
1361,688219,会通股份,2022-04-08,,,,2022-04-08
1362,688365,光云科技,2022-04-08,,,,2022-04-08
1363,688499,利元亨,2022-04-08,,,,2022-04-08
1364,688588,凌志软件,2022-04-08,,,,2022-04-08
1365,688636,智明达,2022-04-08,,,,2022-04-08
1366,688800,瑞可达,2022-04-08,,,,2022-04-08
1367,000089,深圳机场,2022-04-09,,,,2022-04-09
1368,000417,合百集团,2022-04-09,,,,2022-04-09
1369,000422,湖北宜化,2022-04-09,,,,2022-04-09
1370,000531,穗恒运A,2022-04-09,,,,2022-04-09
1371,000576,甘化科工,2022-04-09,,,,2022-04-09
1372,000705,浙江震元,2022-04-09,,,,2022-04-09
1373,000797,中国武夷,2022-04-09,,,,2022-04-09
1374,000975,山金国际,2022-04-09,,,,2022-04-09
1375,000977,浪潮信息,2022-04-09,,,,2022-04-09
1376,001896,豫能控股,2022-04-09,,,,2022-04-09
1377,002075,沙钢股份,2022-04-09,,,,2022-04-09
1378,002117,东港股份,2022-04-09,,,,2022-04-09
1379,002183,怡亚通,2022-04-09,2022-04-02,2022-04-09,,2022-04-09
1380,002255,海陆重工,2022-04-09,,,,2022-04-09
1381,002350,北京科锐,2022-04-09,2022-04-20,,,2022-04-20
1382,002436,兴森科技,2022-04-09,2022-04-26,,,2022-04-26
1383,002590,万安科技,2022-04-09,,,,2022-04-09
1384,002655,共达电声,2022-04-09,,,,2022-04-09
1385,002806,华锋股份,2022-04-09,2022-04-27,,,2022-04-27
1386,002959,小熊电器,2022-04-09,,,,2022-04-09
1387,002962,五方光电,2022-04-09,2022-04-22,,,2022-04-22
1388,002986,宇新股份,2022-04-09,,,,2022-04-09
1389,300189,神农种业,2022-04-09,,,,2022-04-09
1390,300200,高盟新材,2022-04-09,,,,2022-04-09
1391,300223,北京君正,2022-04-09,,,,2022-04-09
1392,300279,和晶科技,2022-04-09,,,,2022-04-09
1393,300385,ST雪浪,2022-04-09,,,,2022-04-09
1394,300552,万集科技,2022-04-09,,,,2022-04-09
1395,300570,太辰光,2022-04-09,,,,2022-04-09
1396,300621,维业股份,2022-04-09,2022-04-23,,,2022-04-23
1397,300717,华信新材,2022-04-09,,,,2022-04-09
1398,300730,科创信息,2022-04-09,,,,2022-04-09
1399,300733,西菱动力,2022-04-09,2022-04-13,,,2022-04-13
1400,300796,贝斯美,2022-04-09,2022-04-28,,,2022-04-28
1401,300970,华绿生物,2022-04-09,,,,2022-04-09
1402,301079,邵阳液压,2022-04-09,,,,2022-04-09
1403,301167,建研设计,2022-04-09,,,,2022-04-09
1404,600125,铁龙物流,2022-04-09,,,,2022-04-09
1405,600126,杭钢股份,2022-04-09,,,,2022-04-09
1406,600170,上海建工,2022-04-09,2022-04-18,,,2022-04-18
1407,600192,长城电工,2022-04-09,,,,2022-04-09
1408,600325,华发股份,2022-04-09,,,,2022-04-09
1409,600369,西南证券,2022-04-09,2022-04-27,,,2022-04-27
1410,600444,国机通用,2022-04-09,,,,2022-04-09
1411,600628,新世界,2022-04-09,2022-04-30,,,2022-04-30
1412,600642,申能股份,2022-04-09,,,,2022-04-09
1413,600664,哈药股份,2022-04-09,,,,2022-04-09
1414,600665,天地源,2022-04-09,,,,2022-04-09
1415,600694,大商股份,2022-04-09,,,,2022-04-09
1416,600793,宜宾纸业,2022-04-09,2022-04-30,,,2022-04-30
1417,600826,兰生股份,2022-04-09,,,,2022-04-09
1418,600893,航发动力,2022-04-09,,,,2022-04-09
1419,600894,广日股份,2022-04-09,,,,2022-04-09
1420,601019,山东出版,2022-04-09,,,,2022-04-09
1421,601228,广州港,2022-04-09,,,,2022-04-09
1422,601555,东吴证券,2022-04-09,,,,2022-04-09
1423,601686,友发集团,2022-04-09,2022-04-16,,,2022-04-16
1424,603005,晶方科技,2022-04-09,,,,2022-04-09
1425,603026,石大胜华,2022-04-09,,,,2022-04-09
1426,603029,天鹅股份,2022-04-09,,,,2022-04-09
1427,603176,汇通集团,2022-04-09,,,,2022-04-09
1428,603183,建研院,2022-04-09,,,,2022-04-09
1429,603290,斯达半导,2022-04-09,,,,2022-04-09
1430,603596,伯特利,2022-04-09,,,,2022-04-09
1431,603656,泰禾智能,2022-04-09,,,,2022-04-09
1432,603689,皖天然气,2022-04-09,,,,2022-04-09
1433,603787,新日股份,2022-04-09,2022-04-23,2022-04-30,,2022-04-30
1434,603906,龙蟠科技,2022-04-09,,,,2022-04-09
1435,603977,国泰集团,2022-04-09,,,,2022-04-09
1436,605168,三人行,2022-04-09,,,,2022-04-09
1437,605338,巴比食品,2022-04-09,,,,2022-04-09
1438,002254,泰和新材,2022-04-11,,,,2022-04-11
1439,003008,开普检测,2022-04-11,,,,2022-04-11
1440,300342,天银机电,2022-04-11,,,,2022-04-11
1441,300559,佳发教育,2022-04-11,,,,2022-04-11
1442,301090,华润材料,2022-04-11,,,,2022-04-11
1443,601118,海南橡胶,2022-04-11,,,,2022-04-11
1444,000096,广聚能源,2022-04-12,,,,2022-04-12
1445,000159,国际实业,2022-04-12,,,,2022-04-12
1446,000551,创元科技,2022-04-12,,,,2022-04-12
1447,000582,北部湾港,2022-04-12,,,,2022-04-12
1448,000838,*ST发展,2022-04-12,,,,2022-04-12
1449,000848,承德露露,2022-04-12,,,,2022-04-12
1450,000850,华茂股份,2022-04-12,2022-04-27,,,2022-04-27
1451,000902,新洋丰,2022-04-12,,,,2022-04-12
1452,002025,航天电器,2022-04-12,,,,2022-04-12
1453,002090,金智科技,2022-04-12,,,,2022-04-12
1454,002108,沧州明珠,2022-04-12,2022-04-29,,,2022-04-29
1455,002130,沃尔核材,2022-04-12,,,,2022-04-12
1456,002135,东南网架,2022-04-12,,,,2022-04-12
1457,002154,报喜鸟,2022-04-12,2022-04-16,,,2022-04-16
1458,002267,陕天然气,2022-04-12,,,,2022-04-12
1459,002311,海大集团,2022-04-12,,,,2022-04-12
1460,002360,ST同德,2022-04-12,,,,2022-04-12
1461,002395,双象股份,2022-04-12,2022-04-19,,,2022-04-19
1462,002438,江苏神通,2022-04-12,2022-04-19,,,2022-04-19
1463,002444,巨星科技,2022-04-12,,,,2022-04-12
1464,002516,旷达科技,2022-04-12,,,,2022-04-12
1465,002553,南方精工,2022-04-12,,,,2022-04-12
1466,002557,洽洽食品,2022-04-12,,,,2022-04-12
1467,002571,德力股份,2022-04-12,,,,2022-04-12
1468,002572,索菲亚,2022-04-12,,,,2022-04-12
1469,002591,恒大高新,2022-04-12,,,,2022-04-12
1470,002626,金达威,2022-04-12,,,,2022-04-12
1471,002641,公元股份,2022-04-12,,,,2022-04-12
1472,002812,恩捷股份,2022-04-12,,,,2022-04-12
1473,002859,洁美科技,2022-04-12,,,,2022-04-12
1474,002939,长城证券,2022-04-12,,,,2022-04-12
1475,002997,瑞鹄模具,2022-04-12,,,,2022-04-12
1476,003015,日久光电,2022-04-12,,,,2022-04-12
1477,003028,振邦智能,2022-04-12,,,,2022-04-12
1478,300021,大禹节水,2022-04-12,,,,2022-04-12
1479,300048,合康新能,2022-04-12,,,,2022-04-12
1480,300057,万顺新材,2022-04-12,2022-03-30,,,2022-03-30
1481,300065,海兰信,2022-04-12,,,,2022-04-12
1482,300079,数码视讯,2022-04-12,,,,2022-04-12
1483,300103,达刚控股,2022-04-12,2022-04-26,,,2022-04-26
1484,300339,润和软件,2022-04-12,,,,2022-04-12
1485,300399,天利科技,2022-04-12,,,,2022-04-12
1486,300403,汉宇集团,2022-04-12,,,,2022-04-12
1487,300465,高伟达,2022-04-12,,,,2022-04-12
1488,300504,天邑股份,2022-04-12,,,,2022-04-12
1489,300529,健帆生物,2022-04-12,,,,2022-04-12
1490,300541,先进数通,2022-04-12,,,,2022-04-12
1491,300685,艾德生物,2022-04-12,,,,2022-04-12
1492,300699,光威复材,2022-04-12,,,,2022-04-12
1493,300700,岱勒新材,2022-04-12,,,,2022-04-12
1494,300755,华致酒行,2022-04-12,2022-03-29,,,2022-03-29
1495,300798,锦鸡股份,2022-04-12,,,,2022-04-12
1496,300865,大宏立,2022-04-12,,,,2022-04-12
1497,300866,安克创新,2022-04-12,,,,2022-04-12
1498,300882,万胜智能,2022-04-12,,,,2022-04-12
1499,300910,瑞丰新材,2022-04-12,,,,2022-04-12
1500,300965,恒宇信通,2022-04-12,,,,2022-04-12
1501,301012,扬电科技,2022-04-12,,,,2022-04-12
1502,301022,海泰科,2022-04-12,,,,2022-04-12
1503,301036,双乐股份,2022-04-12,,,,2022-04-12
1504,301108,洁雅股份,2022-04-12,,,,2022-04-12
1505,301117,佳缘科技,2022-04-12,,,,2022-04-12
1506,301182,凯旺科技,2022-04-12,,,,2022-04-12
1507,600051,宁波联合,2022-04-12,,,,2022-04-12
1508,600089,特变电工,2022-04-12,,,,2022-04-12
1509,600179,安通控股,2022-04-12,2022-04-30,,,2022-04-30
1510,600335,国机汽车,2022-04-12,2022-04-13,,,2022-04-13
1511,600391,航发科技,2022-04-12,,,,2022-04-12
1512,600550,保变电气,2022-04-12,,,,2022-04-12
1513,600581,*ST八钢,2022-04-12,,,,2022-04-12
1514,600586,金晶科技,2022-04-12,,,,2022-04-12
1515,600692,亚通股份,2022-04-12,,,,2022-04-12
1516,600710,苏美达,2022-04-12,,,,2022-04-12
1517,601156,东航物流,2022-04-12,,,,2022-04-12
1518,603239,浙江仙通,2022-04-12,,,,2022-04-12
1519,603383,顶点软件,2022-04-12,,,,2022-04-12
1520,603613,国联股份,2022-04-12,,,,2022-04-12
1521,603657,春光科技,2022-04-12,,,,2022-04-12
1522,603686,福龙马,2022-04-12,,,,2022-04-12
1523,603759,海天股份,2022-04-12,,,,2022-04-12
1524,603901,永创智能,2022-04-12,2022-03-09,,,2022-03-09
1525,603908,牧高笛,2022-04-12,,,,2022-04-12
1526,603995,甬金股份,2022-04-12,,,,2022-04-12
1527,605258,协和电子,2022-04-12,,,,2022-04-12
1528,605376,博迁新材,2022-04-12,,,,2022-04-12
1529,688004,博汇科技,2022-04-12,,,,2022-04-12
1530,688083,中望软件,2022-04-12,,,,2022-04-12
1531,688092,爱科科技,2022-04-12,,,,2022-04-12
1532,688129,东来技术,2022-04-12,2022-04-29,,,2022-04-29
1533,688201,ST信安,2022-04-12,,,,2022-04-12
1534,688330,宏力达,2022-04-12,,,,2022-04-12
1535,688360,德马科技,2022-04-12,2022-04-18,,,2022-04-18
1536,688663,新风光,2022-04-12,,,,2022-04-12
1537,688777,中控技术,2022-04-12,,,,2022-04-12
1538,688789,宏华数科,2022-04-12,,,,2022-04-12
1539,000042,中洲控股,2022-04-13,,,,2022-04-13
1540,000059,华锦股份,2022-04-13,,,,2022-04-13
1541,000570,苏常柴A,2022-04-13,,,,2022-04-13
1542,000652,泰达股份,2022-04-13,2022-04-26,,,2022-04-26
1543,002019,亿帆医药,2022-04-13,,,,2022-04-13
1544,002312,川发龙蟒,2022-04-13,,,,2022-04-13
1545,002382,蓝帆医疗,2022-04-13,,,,2022-04-13
1546,002531,天顺风能,2022-04-13,,,,2022-04-13
1547,002689,ST远智,2022-04-13,,,,2022-04-13
1548,002890,弘宇股份,2022-04-13,,,,2022-04-13
1549,300162,雷曼光电,2022-04-13,,,,2022-04-13
1550,300253,卫宁健康,2022-04-13,2022-04-23,,,2022-04-23
1551,300272,开能健康,2022-04-13,2022-04-28,,,2022-04-28
1552,300619,金银河,2022-04-13,2022-04-29,,,2022-04-29
1553,300729,乐歌股份,2022-04-13,,,,2022-04-13
1554,300891,惠云钛业,2022-04-13,2022-03-30,,,2022-03-30
1555,600173,卧龙新能,2022-04-13,,,,2022-04-13
1556,600301,华锡有色,2022-04-13,,,,2022-04-13
1557,600579,中化装备,2022-04-13,2022-04-30,,,2022-04-30
1558,600684,珠江股份,2022-04-13,2022-03-31,,,2022-03-31
1559,600697,欧亚集团,2022-04-13,,,,2022-04-13
1560,603180,金牌家居,2022-04-13,,,,2022-04-13
1561,603328,依顿电子,2022-04-13,,,,2022-04-13
1562,603331,百达精工,2022-04-13,,,,2022-04-13
1563,603508,思维列控,2022-04-13,2022-04-27,,,2022-04-27
1564,603580,*ST艾艾,2022-04-13,,,,2022-04-13
1565,603776,永安行,2022-04-13,,,,2022-04-13
1566,603918,金桥信息,2022-04-13,,,,2022-04-13
1567,605398,新炬网络,2022-04-13,,,,2022-04-13
1568,688333,铂力特,2022-04-13,,,,2022-04-13
1569,688398,赛特新材,2022-04-13,,,,2022-04-13
1570,688558,国盛智科,2022-04-13,,,,2022-04-13
1571,000573,粤宏远A,2022-04-14,,,,2022-04-14
1572,002082,ST万邦,2022-04-14,,,,2022-04-14
1573,002126,银轮股份,2022-04-14,,,,2022-04-14
1574,002160,常铝股份,2022-04-14,2022-04-27,,,2022-04-27
1575,002423,中粮资本,2022-04-14,,,,2022-04-14
1576,002686,亿利达,2022-04-14,2022-04-02,,,2022-04-02
1577,002827,高争民爆,2022-04-14,,,,2022-04-14
1578,002998,优彩资源,2022-04-14,,,,2022-04-14
1579,600505,西昌电力,2022-04-14,,,,2022-04-14
1580,600822,上海物贸,2022-04-14,2022-04-30,,,2022-04-30
1581,600848,上海临港,2022-04-14,2022-04-28,,,2022-04-28
1582,601116,三江购物,2022-04-14,,,,2022-04-14
1583,601177,杭齿前进,2022-04-14,2022-04-15,,,2022-04-15
1584,603320,迪贝电气,2022-04-14,,,,2022-04-14
1585,605336,*ST帅电,2022-04-14,,,,2022-04-14
1586,688571,杭华股份,2022-04-14,,,,2022-04-14
1587,000421,南京公用,2022-04-15,,,,2022-04-15
1588,000428,华天酒店,2022-04-15,,,,2022-04-15
1589,000591,太阳能,2022-04-15,,,,2022-04-15
1590,000593,德龙汇能,2022-04-15,,,,2022-04-15
1591,000686,东北证券,2022-04-15,,,,2022-04-15
1592,000692,惠天热电,2022-04-15,2022-04-27,,,2022-04-27
1593,000695,滨海能源,2022-04-15,2022-04-29,,,2022-04-29
1594,000703,恒逸石化,2022-04-15,2022-04-26,,,2022-04-26
1595,000736,*ST中地,2022-04-15,,,,2022-04-15
1596,000929,*ST兰黄,2022-04-15,,,,2022-04-15
1597,000960,锡业股份,2022-04-15,,,,2022-04-15
1598,002001,新和成,2022-04-15,,,,2022-04-15
1599,002015,协鑫能科,2022-04-15,,,,2022-04-15
1600,002031,巨轮智能,2022-04-15,,,,2022-04-15
1601,002084,海鸥住工,2022-04-15,,,,2022-04-15
1602,002128,电投能源,2022-04-15,,,,2022-04-15
1603,002141,贤丰控股,2022-04-15,,,,2022-04-15
1604,002166,莱茵生物,2022-04-15,,,,2022-04-15
1605,002171,楚江新材,2022-04-15,,,,2022-04-15
1606,002196,方正电机,2022-04-15,,,,2022-04-15
1607,002209,达意隆,2022-04-15,,,,2022-04-15
1608,002217,合力泰,2022-04-15,,,,2022-04-15
1609,002276,万马股份,2022-04-15,,,,2022-04-15
1610,002281,光迅科技,2022-04-15,,,,2022-04-15
1611,002296,辉煌科技,2022-04-15,,,,2022-04-15
1612,002368,太极股份,2022-04-15,,,,2022-04-15
1613,002383,合众思壮,2022-04-15,,,,2022-04-15
1614,002390,信邦制药,2022-04-15,,,,2022-04-15
1615,002413,雷科防务,2022-04-15,,,,2022-04-15
