序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
4826,600829,人民同泰,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:24,709万元至27,222万元,同比上年增长:77%至95%,同比上年增长10,749万元至13,262万元。",259655000.0,86.0,"报告期内,疫情得到初步控制,销售逐渐回暖,净利润较去年同期恢复性增长,目前公司经营已经恢复到疫情前水平。同时,公司积极应对新冠肺炎疫情和带量采购医药政策双重影响,及时调整经营策略,医药批发、零售业务持续发力,具体措施有以下几方面:一是通过引进优势商业品种,拓宽品种结构,深耕细作属地市场,进一步扩大民营医疗领域的市场覆盖率,批发销售同比增长;二是零售业务依托线下品牌优势,拓展线上销售渠道,通过品类规划实现精准化营销,零售销售同比增长;三是公司持续提升精细化管理水平,有效控制各项费用开支,实现三项制度改革目标,降本增效效果显著。",预增,139600000.0,2022-01-25
4827,600829,人民同泰,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:25,711万元至28,326万元,同比上年增长:77%至95%,同比上年增长11,185万元至13,800万元。",270185000.0,86.0,"报告期内,疫情得到初步控制,销售逐渐回暖,净利润较去年同期恢复性增长,目前公司经营已经恢复到疫情前水平。同时,公司积极应对新冠肺炎疫情和带量采购医药政策双重影响,及时调整经营策略,医药批发、零售业务持续发力,具体措施有以下几方面:一是通过引进优势商业品种,拓宽品种结构,深耕细作属地市场,进一步扩大民营医疗领域的市场覆盖率,批发销售同比增长;二是零售业务依托线下品牌优势,拓展线上销售渠道,通过品类规划实现精准化营销,零售销售同比增长;三是公司持续提升精细化管理水平,有效控制各项费用开支,实现三项制度改革目标,降本增效效果显著。",预增,145260000.0,2022-01-25
4828,600685,中船防务,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润亏损:4,500万元至6,500万元,同比上年增长22,000万元至24,000万元。",-55000000.0,80.565,"(一)非经营性损益的影响。上年处置广船国际有限公司部分股权及丧失控制权后剩余股权按公允价值计量产生的投资收益合计33.9亿元,处置中船澄西扬州船舶有限公司股权实现投资收益3.22亿元。(二)主营业务的影响。2021年度,全球新造船市场复苏,公司经营订单实现大幅增长,同时,公司生产效率及产量整体得到提升,产品综合毛利不断改善,预计归属于上市公司股东的扣除非经常性损益后的净利润同比增加2.2亿元到2.4亿元。",减亏,-283000000.0,2022-01-25
4829,600685,中船防务,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:7,000万元至9,000万元,同比上年下降:97%至98%,同比上年降低357,000万元至359,000万元。",80000000.0,-97.5,"(一)非经营性损益的影响。上年处置广船国际有限公司部分股权及丧失控制权后剩余股权按公允价值计量产生的投资收益合计33.9亿元,处置中船澄西扬州船舶有限公司股权实现投资收益3.22亿元。(二)主营业务的影响。2021年度,全球新造船市场复苏,公司经营订单实现大幅增长,同时,公司生产效率及产量整体得到提升,产品综合毛利不断改善,预计归属于上市公司股东的扣除非经常性损益后的净利润同比增加2.2亿元到2.4亿元。",预减,3662000000.0,2022-01-25
4830,600664,哈药股份,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:21,460万元至25,756万元。",236080000.0,133.025,"1、报告期内公司聚焦目标管理,持续梳理产品,细分渠道和终端资源,不断提升团队专业化能力,公司工业部分同比销量增长26.2%,实现了销售收入的大幅增长;品种结构较同期明显改善,毛利水平较同期增长8.9%,2021年盈利水平较同期大幅提升。2、报告期内,公司持续优化和完善选人用人机制及绩效管理体系,为公司市场化经营机制转型和持续稳定发展提供了保障。3、报告期内,公司继续实施精益管理,管理效率和产能利用率均得到提高,导致公司成本费用进一步降低,利润同比增加。4、报告期内,公司非经常性损益增加系下属分公司处置闲置资产获得征收补偿款21,114万元。",扭亏,-714940000.0,2022-01-25
4831,600664,哈药股份,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:34,125万元至40,958万元。",375415000.0,134.835,"1、报告期内公司聚焦目标管理,持续梳理产品,细分渠道和终端资源,不断提升团队专业化能力,公司工业部分同比销量增长26.2%,实现了销售收入的大幅增长;品种结构较同期明显改善,毛利水平较同期增长8.9%,2021年盈利水平较同期大幅提升。2、报告期内,公司持续优化和完善选人用人机制及绩效管理体系,为公司市场化经营机制转型和持续稳定发展提供了保障。3、报告期内,公司继续实施精益管理,管理效率和产能利用率均得到提高,导致公司成本费用进一步降低,利润同比增加。4、报告期内,公司非经常性损益增加系下属分公司处置闲置资产获得征收补偿款21,114万元。",扭亏,-1077700000.0,2022-01-25
4832,600584,长电科技,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:235,000万元至258,000万元,同比上年增长:146.85%至171.01%,同比上年增长139,800万元至162,800万元。",2465000000.0,158.93,"(一)主营业务影响。报告期内,公司持续聚焦高附加值、快速成长的市场热点应用领域,整合提升全球资源效率,强化集团下各公司间的协同效应、技术能力和产能布局等举措,以更加匹配市场和客户需求,打造业绩长期稳定增长的长效机制,使公司各项运营积极向好。同时,来自于国际和国内客户的订单需求强劲,各工厂持续加大成本管控与营运费用管控,调整产品结构,全面推动盈利能力提升。(二)出售参股公司SJSEMICONDUCTORCORPORATION股权的影响。公司在报告期向独立第三方出售全资子公司长电国际(香港)贸易投资有限公司持有的SJSEMICONDUCTORCORPORATION全部股权,影响当期投资损益2.86亿元。",预增,952000000.0,2022-01-25
4833,600584,长电科技,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:280,000万元至308,000万元,同比上年增长:114.72%至136.2%,同比上年增长149,600万元至177,600万元。",2940000000.0,125.46,"(一)主营业务影响。报告期内,公司持续聚焦高附加值、快速成长的市场热点应用领域,整合提升全球资源效率,强化集团下各公司间的协同效应、技术能力和产能布局等举措,以更加匹配市场和客户需求,打造业绩长期稳定增长的长效机制,使公司各项运营积极向好。同时,来自于国际和国内客户的订单需求强劲,各工厂持续加大成本管控与营运费用管控,调整产品结构,全面推动盈利能力提升。(二)出售参股公司SJSEMICONDUCTORCORPORATION股权的影响。公司在报告期向独立第三方出售全资子公司长电国际(香港)贸易投资有限公司持有的SJSEMICONDUCTORCORPORATION全部股权,影响当期投资损益2.86亿元。",预增,1304000000.0,2022-01-25
4834,600575,淮河能源,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:41,377.73万元至44,377.73万元,同比上年下降:6.67%至12.98%,同比上年降低3,170万元至6,170万元。",428777300.0,-9.825,"(一)主营业务影响:本期受国内煤炭市场供需变化影响,全资电厂燃煤成本增加,发电板块业绩有所下降。(二)非经营性损益的影响:主要系上期收到矿井化解过剩产能转岗安置金、煤矿安全改造项目中央地方配套资金。",略减,475477300.0,2022-01-25
4835,600575,淮河能源,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:30,339.72万元至33,339.72万元,同比上年下降:3.03%至11.75%,同比上年降低1,040万元至4,040万元。",318397200.0,-7.39,"(一)主营业务影响:本期受国内煤炭市场供需变化影响,全资电厂燃煤成本增加,发电板块业绩有所下降。(二)非经营性损益的影响:主要系上期收到矿井化解过剩产能转岗安置金、煤矿安全改造项目中央地方配套资金。",略减,343797200.0,2022-01-25
4836,600569,安阳钢铁,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:90,000万元至120,000万元,同比上年增长:294.01%至425.35%,同比上年增长67,158万元至97,158万元。",1050000000.0,359.68,"本报告期归属于上市公司股东的净利润较上年同期大幅增长,主要受以下因素综合影响:(一)2021年,钢铁行业运行态势良好,总体平稳。公司把握市场机遇,坚持“绿色、高效、高质量”发展理念,克服大宗原燃料价格高位运行压力,不断优化产品结构,加大降本增效力度,加强产品创新和转型升级,提升经营管理水平和创效水平,公司产品盈利能力和竞争力明显增强,经营业绩同比大幅增长。(二)非经常性损益对公司业绩预增没有重大影响。(三)2020年度因受疫情影响,公司经营业绩基数小。",预增,228420000.0,2022-01-25
4837,600569,安阳钢铁,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:88,700万元至118,700万元,同比上年增长:246.12%至363.18%,同比上年增长63,073万元至93,073万元。",1037000000.0,304.65,"本报告期归属于上市公司股东的净利润较上年同期大幅增长,主要受以下因素综合影响:(一)2021年,钢铁行业运行态势良好,总体平稳。公司把握市场机遇,坚持“绿色、高效、高质量”发展理念,克服大宗原燃料价格高位运行压力,不断优化产品结构,加大降本增效力度,加强产品创新和转型升级,提升经营管理水平和创效水平,公司产品盈利能力和竞争力明显增强,经营业绩同比大幅增长。(二)非经常性损益对公司业绩预增没有重大影响。(三)2020年度因受疫情影响,公司经营业绩基数小。",预增,256270000.0,2022-01-25
4838,600499,科达制造,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:94,132.56万元至99,132.56万元,同比上年增长:9297.28%至9796.43%,同比上年增长93,130.86万元至98,130.86万元。",966325600.0,9546.855,"(一)主营业务的影响1、受疫情影响,非洲建筑陶瓷进口受限,当地产品需求持续增长,非洲子公司于2021年内顺利完成新增建筑陶瓷生产线的产能释放,并积极拓展市场替代部分当地停产厂家及进口瓷砖的市场份额,维持较高的市场占有率。因此,报告期内公司非洲建材业务的业绩较上年同期存在较大增长。2、受国内外建材机械装备需求驱动影响,公司建材机械业务订单需求旺盛,报告期内实现的营业收入及净利润均实现稳步增长。(二)其他经营性损益的影响2021年度,因新增产能陆续释放及碳酸锂产品市场价格上涨,公司参股公司青海盐湖蓝科锂业股份有限公司于报告期实现碳酸锂产量约2.27万吨,销量约1.92万吨,实现的净利润与上年同期相比有大幅上涨,公司就此确认的投资收益与上年同期相比亦有大幅增长。(三)上年比较基数的影响2020年度受疫情、环保业务收缩,以及转让股权等非经常性损益的影响,归属于上市公司股东的净利润及扣除非经常性损益的净利润较低。鉴于上年比较基数较小,而2021年度公司主营业务发展较好,因此本年度业绩增长比例较大。",预增,10017000.0,2022-01-25
