序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
192,300695,兆丰股份,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:19,594.1万元至23,512.92万元,同比上年增长:0%至20%。",215535100.0,10.0,"1、本年度,面对复杂多变的外部经济环境和汽车产业下行压力,公司管理层积极应对,逆势而上,坚持技术创新和产品高端差异化定位,进一步提升产品开发能力,持续加大国内外市场开拓力度,取得积极成效,销售规模扩大,产品盈利水平进一步提高。公司坚持在稳定发展售后市场的基础上,有针对性地精准切入主机市场。本年度,公司在海外售后市场拓展了头部客户,市场份额有所提升,市场地位更加稳固。与此同时,主机业务进展顺利,本年度新通过北汽项目和比亚迪汽车供应商资质审核,并正在与其他优质品牌车企进行商务洽谈。2、经初步测算,公司2019年度非经常性损益对公司净利润的影响金额约为1,200万元,主要为政府补助和理财收益。",略增,195941000.0,2020-02-03
193,300673,佩蒂股份,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:5,000万元至6,300万元,同比上年下降:55.1%至64.36%。",56500000.0,-59.73,"报告期内,公司继续深化“双轮驱动战略”,发挥海外市场ODM业务优势的同时,把国内市场拓展和自有品牌建设放在突出位置,全年主营业务收入实现了稳步增长,但由于中美贸易摩擦、原材料价格波动、国内市场开拓投入增加等因素的影响,净利润呈现下滑,具体情况如下:1、鸡肉等部分原材料价格上涨幅度较大,导致产品成本上升;2、受中美贸易摩擦关税影响,国内工厂出口至美国市场的产品需承担一定比例关税,导致产品出厂价格下降;3、报告期内,随着国内市场拓展的深入,团队规模也在不断扩大,投入的相关费用较上年同期有较大幅度增长;4、本报告期,公司发生的限制性股票激励计划费用比上年同期有较大幅度增长;5、报告期内,预计非经常性损益对净利润的影响金额约488万元,比2018年度减少约525万元。",预减,140306800.0,2020-02-03
194,300672,国科微,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:6,000万元至7,600万元,同比上年增长:6.82%至35.3%。",68000000.0,21.06,"1、2019年度公司研发费用、管理费用及销售费用较上年同期均有所增长;公司营业收入较上年同期有一定增长;2、公司政府补贴较上年同期有所下降,2019年度非经常性损益对公司净利润影响约为5,900万元。",略增,56171000.0,2020-02-03
195,300657,弘信电子,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:16,512.12万元至20,050.43万元,同比上年增长:40%至70%。",182812750.0,55.0,"1、伴随着行业需求进一步向高端FPC供应商集中,公司作为内资最重要的柔性线路板头部供应商之一,得到了诸多头部客户的持续青睐。期内公司整体经营情况良好,全年出货量保持平稳增长,公司持续保持盈利能力及利润高增长态势。随着公司433战略的有效推进,公司保持了LCM配套软板领域的传统优势,在手机直供领域也取得了丰硕成果,已陆续取得国内主流的手机厂商直接供应资格。同时,公司进一步深耕车载配套软板业务,在车载动力系统、车载娱乐系统等方面也取得了大量突破。2019年内,公司为顺应市场快速增长,进行了大量产能建设,包括厦门技改扩产产能、湖北荆门一期产能、江西鹰潭软硬结合板产能都在年内顺利推进,固定资产投资的大量增加对公司短期业绩造成了一定的压力,一定程度上降低了公司的业绩增长速度,但为公司长期发展打下了坚实的基础。2、报告期内,预计非经常性损益对公司净利润的影响约为7,270万元,主要系收到政府补助资金影响。",预增,117943700.0,2020-02-03
196,300647,超频三,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:996.29万元至1,295.18万元,同比上年增长:0%至30%。",11457350.0,15.0,"报告期内,公司按既定的经营计划有序开展工作,主营业务收入及综合毛利率与去年同期相比均保持增长,影响公司业绩变动的主要因素有:1、2019年,是公司推动品牌、产品、市场渠道等升级开拓的关键之年,为保持主营业务收入增长、产品转型升级以及深化各业务板块市场渠道发展需要,2019年度的经营费用较去年同期有所增加。2、公司子公司受市场整体环境变动,导致业绩波动,进而影响公司整体业绩。3、2019年度公司非经常性损益对净利润的影响金额预计约为520万元~680万元。",略增,9962900.0,2020-02-03
197,300600,国瑞科技,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:8,400万元至10,000万元,同比上年下降:7.68%至22.45%。",92000000.0,-15.065,"1.报告期内,受综合毛利下降等因素影响因素影响,同比归属于上市公司股东的净利润有所下降。2.预计本报告期非经常性损益对净利润的影响金额约为2700万元。",略减,108321900.0,2020-02-03
198,300551,古鳌科技,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:4,441.66万元至4,808.63万元,同比上年增长:251%至280%。",46251450.0,265.5,"1、报告期内,受到中国人民银行《人民币现金机具鉴别能力技术规范》(以下简称“金标”)全面执行影响,公司大客户包括各国有及股份制商业银行全面启动金标机采购工作,导致报告期公司销售额大幅增加。2、报告期内,非经常性损益对净利润的影响金额预计为1,130.00万元左右。",预增,12654300.0,2020-02-03
199,300550,和仁科技,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:4,200万元至5,100万元,同比上年增长:3.85%至26.1%。",46500000.0,14.975,"1、上述归属于上市公司股东的净利润系扣除股份支付费用后的净利润;2、本报告期公司预计非经常性损益对净利润的影响金额约为1,010万元;3、本报告期,公司按照年度经营计划有序推进各项工作,业绩较去年同期有所增加,主要系业务持续快速发展所致。",略增,40444000.0,2020-02-03
200,300523,辰安科技,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:11,700万元至14,000万元,同比上年变动:-13.7%至3.27%。",128500000.0,-5.215,"1、报告期内,公司经营情况总体稳定,公司新签订单与营业收入保持较高增长,营业收入预计较上年同期增长超过50%。同时,为了厚积薄发给未来跨越式发展奠定基础,在国家空前重视公共安全应急管理的背景下继续扩大竞争与市场优势,公司在经营上采取积极主动的发展战略,加大市场、研发等各项投入,人员数量亦有所增加。公司销售费用、人工成本等较上年同期均有较高增长。此外,受项目实施的阶段性影响,公司2019年确认收入的部分重大项目中硬件部分占比相对较多,消防工程等工程类业务收入亦有所增加。由此,综合导致公司净利润率成长大幅低于营业收入成长,预计2019年度归属于上市公司股东的净利润与上年同期基本持平。2、报告期内,公司预计非经常性损益对归属于上市公司股东净利润的影响金额约为670万元。",续盈,135568100.0,2020-02-03
201,300523,辰安科技,营业收入,预计2019年1-12月营业收入同比上年增长50%以上。,,50.0,"1、报告期内,公司经营情况总体稳定,公司新签订单与营业收入保持较高增长,营业收入预计较上年同期增长超过50%。同时,为了厚积薄发给未来跨越式发展奠定基础,在国家空前重视公共安全应急管理的背景下继续扩大竞争与市场优势,公司在经营上采取积极主动的发展战略,加大市场、研发等各项投入,人员数量亦有所增加。公司销售费用、人工成本等较上年同期均有较高增长。此外,受项目实施的阶段性影响,公司2019年确认收入的部分重大项目中硬件部分占比相对较多,消防工程等工程类业务收入亦有所增加。由此,综合导致公司净利润率成长大幅低于营业收入成长,预计2019年度归属于上市公司股东的净利润与上年同期基本持平。2、报告期内,公司预计非经常性损益对归属于上市公司股东净利润的影响金额约为670万元。",预增,1032129341.35,2020-02-03
202,300509,新美星,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:4,500万元至5,500万元,同比上年增长:4.48%至27.7%。",50000000.0,16.09,"1、报告期内,公司经营稳定,归属于上市公司股东的净利润较上年同期基本持平。2、报告期内,公司预计非经常性损益对净利润的影响金额约为700万元。",略增,43070550.0,2020-02-03
203,300486,东杰智能,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:9,000万元至10,000万元,同比上年增长:41.15%至56.83%。",95000000.0,48.99,"1、2019年度业绩增长的主要原因:报告期内公司营业收入较上年同期有所增长;报告期内子公司常州海登赛思涂装设备有限公司归属于上市公司股东的净利润较上年有较大增长;报告期内公司收到太原市财政局政府补助资金885万元,根据《企业会计准则16号-政府补助》有关规定,公司将上述政府补助认定为与收益相关的政府补助,并按规定进行会计处理。2、2019年非经常性损益对净利润的影响金额约为1,000.97万元,2018年非经常性损益对净利润的影响金额为424.67万元。",预增,63763300.0,2020-02-03
204,300476,胜宏科技,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:43,756.55万元至49,463.93万元,同比上年增长:15%至30%。",466102400.0,22.5,"报告期内,公司净利润比上年同期增长,主要原因系公司研发成果初显成效,技术品质双提升,引进国际大客户,产品结构调整升级,扩产项目投产,产能增加,公司下半年营业收入稳步提升。",略增,380491800.0,2020-02-03
