序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
6980,000539,粤电力A,归属于上市公司股东的净利润,"预计2022年1-12月归属于上市公司股东的净利润亏损:260,000万元至310,000万元。",-2850000000.0,2.735,"今年以来,面对燃料价格高居不下的经营压力,公司积极研判市场供需形势,从严落实成本管控,推动多项降本措施有效落地。受益于上网电价同比上涨及风电、光伏等新能源项目有序推进投产,公司今年营业收入同比出现较大增长,但上述利好因素无法覆盖燃料成本增加,导致本年归母净利润仍为亏损。",续亏,-2930110000.0,2023-01-17
6981,000530,冰山冷热,每股收益,预计2022年1-12月每股收益盈利:0.019元至0.024元。,0.0215,,"2022年度,公司净利润实现扭亏为盈,主要原因如下:1、报告期内,公司聚焦冷热事业,深耕细分市场,扎实提升核心竞争力,主营业务持续改善。2、报告期内,公司转让所持冷王集装箱温度控制(苏州)有限公司17.8%股权,本期获得净收益约3,650万元;公司转让所持松下冷链(大连)有限公司40%股权,本期获得净收益约4,090万元;公司减持晶雪节能7%股份,本期获得净收益约5,090万元;公司本期并购松下压缩机、松下冷机两家公司,对于持有原股权在购买日按公允价值重新计量,产生投资收益约17,000万元;公司所持国泰君安公允价值负向变动,给公司本期带来净损失约3,990万元。上述项目属于非经常性损益。",扭亏,-0.283,2023-01-17
6982,000530,冰山冷热,归属于上市公司股东的净利润,"预计2022年1-12月归属于上市公司股东的净利润盈利:1,600万元至2,000万元。",18000000.0,107.535,"2022年度,公司净利润实现扭亏为盈,主要原因如下:1、报告期内,公司聚焦冷热事业,深耕细分市场,扎实提升核心竞争力,主营业务持续改善。2、报告期内,公司转让所持冷王集装箱温度控制(苏州)有限公司17.8%股权,本期获得净收益约3,650万元;公司转让所持松下冷链(大连)有限公司40%股权,本期获得净收益约4,090万元;公司减持晶雪节能7%股份,本期获得净收益约5,090万元;公司本期并购松下压缩机、松下冷机两家公司,对于持有原股权在购买日按公允价值重新计量,产生投资收益约17,000万元;公司所持国泰君安公允价值负向变动,给公司本期带来净损失约3,990万元。上述项目属于非经常性损益。",扭亏,-238890000.0,2023-01-17
6983,000530,冰山冷热,扣除非经常性损益后的净利润,"预计2022年1-12月扣除非经常性损益后的净利润亏损:23,600万元至24,000万元。",-238000000.0,19.655,"2022年度,公司净利润实现扭亏为盈,主要原因如下:1、报告期内,公司聚焦冷热事业,深耕细分市场,扎实提升核心竞争力,主营业务持续改善。2、报告期内,公司转让所持冷王集装箱温度控制(苏州)有限公司17.8%股权,本期获得净收益约3,650万元;公司转让所持松下冷链(大连)有限公司40%股权,本期获得净收益约4,090万元;公司减持晶雪节能7%股份,本期获得净收益约5,090万元;公司本期并购松下压缩机、松下冷机两家公司,对于持有原股权在购买日按公允价值重新计量,产生投资收益约17,000万元;公司所持国泰君安公允价值负向变动,给公司本期带来净损失约3,990万元。上述项目属于非经常性损益。",减亏,-296220000.0,2023-01-17
6984,000155,川能动力,扣除非经常性损益后的净利润,"预计2022年1-12月扣除非经常性损益后的净利润盈利:55,000万元至69,000万元,同比上年增长:137.22%至197.61%。",620000000.0,167.415,公司本期归母净利润较上年同期增长主要系锂盐、锂矿(基建矿)产品销售价格、销售量较上年同期均有较大幅度增长所致。,预增,231850100.0,2023-01-17
6985,000155,川能动力,归属于上市公司股东的净利润,"预计2022年1-12月归属于上市公司股东的净利润盈利:60,000万元至73,000万元,同比上年增长:72.55%至109.94%。",665000000.0,91.245,公司本期归母净利润较上年同期增长主要系锂盐、锂矿(基建矿)产品销售价格、销售量较上年同期均有较大幅度增长所致。,预增,347718700.0,2023-01-17
6986,000155,川能动力,每股收益,预计2022年1-12月每股收益盈利:0.4065元至0.4946元。,0.45055,,公司本期归母净利润较上年同期增长主要系锂盐、锂矿(基建矿)产品销售价格、销售量较上年同期均有较大幅度增长所致。,预增,0.24,2023-01-17
6987,920225,利通科技,扣除非经常性损益后的净利润,"预计2022年1-12月扣除非经常性损益后的净利润盈利:7,168.88万元,同比上年增长:200.92%。",71688800.0,200.92,"1.公司紧紧围绕2022年度经营计划,加大高附加值产品酸化压裂软管总成(配套页岩气开采的压裂车等设备)在国际国内市场的开发力度,使得相关产品销量大幅增加,带动公司整体毛利率上升,使得公司净利润上升;2.公司因北交所上市获得政府补贴800万元;3.公司根据资金情况偿还完毕银行贷款和融资租赁借款,使得利息支出大幅减少;出口业务受益于人民币贬值影响,使得公司汇兑收益增加;另外公司通过对闲置资金进行现金管理使得利息收入增加。前述综合因素使得公司财务费用大幅下降;4.公司新增2兆瓦太阳能光伏发电设施,一定程度降低了公司生产经营用电成本。",预增,23823600.0,2023-01-16
6988,920225,利通科技,归属于上市公司股东的净利润,"预计2022年1-12月归属于上市公司股东的净利润盈利:8,299.94万元,同比上年增长:175.37%。",82999400.0,175.37,"1.公司紧紧围绕2022年度经营计划,加大高附加值产品酸化压裂软管总成(配套页岩气开采的压裂车等设备)在国际国内市场的开发力度,使得相关产品销量大幅增加,带动公司整体毛利率上升,使得公司净利润上升;2.公司因北交所上市获得政府补贴800万元;3.公司根据资金情况偿还完毕银行贷款和融资租赁借款,使得利息支出大幅减少;出口业务受益于人民币贬值影响,使得公司汇兑收益增加;另外公司通过对闲置资金进行现金管理使得利息收入增加。前述综合因素使得公司财务费用大幅下降;4.公司新增2兆瓦太阳能光伏发电设施,一定程度降低了公司生产经营用电成本。",预增,30141100.0,2023-01-16
6989,603800,洪田股份,扣除非经常性损益后的净利润,"预计2022年1-12月扣除非经常性损益后的净利润盈利:8,500万元至10,200万元,同比上年增长:251.7%至282.05%,同比上年增长14,103万元至15,803万元。",93500000.0,266.875,"1.2021年公司亏损,业绩基数较小,导致2022年在扭亏为盈的基础上同期增幅较大。2.归属于上市公司股东的净利润出现大幅增长,主要系公司自身经营情况好转,销量增加,同时受益于今年人民币对美元的贬值,由此产生的汇兑损益也对公司业绩产生了较大影响。3.公司于2022年6月29日收购了洪田科技有限公司(以下简称“洪田科技”),自2022年6月30日起,洪田科技纳入上市公司合并报表内,报告期内,洪田科技产能快速扩张,营收与利润大幅增加,对公司业绩的提升起到了显著作用。",扭亏,-56030000.0,2023-01-16
6990,603800,洪田股份,归属于上市公司股东的净利润,"预计2022年1-12月归属于上市公司股东的净利润盈利:10,200万元至12,200万元,同比上年增长:386.52%至442.7%,同比上年增长13,760万元至15,760万元。",112000000.0,414.61,"1.2021年公司亏损,业绩基数较小,导致2022年在扭亏为盈的基础上同期增幅较大。2.归属于上市公司股东的净利润出现大幅增长,主要系公司自身经营情况好转,销量增加,同时受益于今年人民币对美元的贬值,由此产生的汇兑损益也对公司业绩产生了较大影响。3.公司于2022年6月29日收购了洪田科技有限公司(以下简称“洪田科技”),自2022年6月30日起,洪田科技纳入上市公司合并报表内,报告期内,洪田科技产能快速扩张,营收与利润大幅增加,对公司业绩的提升起到了显著作用。",扭亏,-35600000.0,2023-01-16
6991,603787,新日股份,扣除非经常性损益后的净利润,"预计2022年1-12月扣除非经常性损益后的净利润盈利:14,590万元至14,990万元,同比上年增长:1461%至1498%,同比上年增长15,660万元至16,060万元。",147900000.0,1479.5,"报告期内,公司产品竞争力提升,加之销售渠道发力,主销产品市场需求旺盛,产品销量同比增加,主营收入同步增长;同时,推进精益管理,加强费用管控,费用较上年同期有所下降;另外,受上年比较基数较小的影响,业绩同比增长幅度较大。",扭亏,-10718900.0,2023-01-16
6992,603787,新日股份,归属于上市公司股东的净利润,"预计2022年1-12月归属于上市公司股东的净利润盈利:16,000万元至16,400万元,同比上年增长:1307%至1342%,同比上年增长14,860万元至15,260万元。",162000000.0,1324.5,"报告期内,公司产品竞争力提升,加之销售渠道发力,主销产品市场需求旺盛,产品销量同比增加,主营收入同步增长;同时,推进精益管理,加强费用管控,费用较上年同期有所下降;另外,受上年比较基数较小的影响,业绩同比增长幅度较大。",预增,11370700.0,2023-01-16
6993,603399,永杉锂业,非经常性损益,"预计2022年1-12月非经常性损益:3,500万元至5,000万元。",42500000.0,816.675,"(一)主营业务影响2022年1月,公司完成对湖南永杉锂业有限公司(以下简称“永杉锂业”)股权的收购,积极战略布局锂盐业务,2022年6月,永杉锂业“年产45000吨锂盐项目一期项目”如期全线贯通,并于三季度达到设计产能,实现销售。永杉锂业秉持核心客户战略,已与多名核心客户达成长期战略合作关系。报告期内,永杉锂业预计实现归属于上市公司股东的净利润55,000万元到65,000万元,显现了较强的盈利能力。钼业务则受到产品及原料价格波动频繁、产品毛利率偏低以及存货跌价损失增加的因素影响,导致公司钼业务亏损。同时影视业务回款受到新冠疫情影响,进度放缓,导致计提信用减值损失,公司影视业务亏损。(二)非经常性损益的影响本期非经常性损益预计3,500万元至5,000万元。主要系报告期公司完成对全资子公司乌拉特前旗西沙德盖钼业有限责任公司100%股权交割,获得的投资收益;其他非经常性损益项目为资金占用费、政府补助、资产处置收益、营业外支出等。(三)会计处理的影响会计处理对公司本期业绩预告没有重大影响。(四)其它影响公司不存在其他对本期业绩预告构成重大影响的因素。",不确定,4636332.65,2023-01-16
6994,603399,永杉锂业,扣除非经常性损益后的净利润,"预计2022年1-12月扣除非经常性损益后的净利润盈利:36,000万元至45,000万元。",405000000.0,2940.265,"(一)主营业务影响2022年1月,公司完成对湖南永杉锂业有限公司(以下简称“永杉锂业”)股权的收购,积极战略布局锂盐业务,2022年6月,永杉锂业“年产45000吨锂盐项目一期项目”如期全线贯通,并于三季度达到设计产能,实现销售。永杉锂业秉持核心客户战略,已与多名核心客户达成长期战略合作关系。报告期内,永杉锂业预计实现归属于上市公司股东的净利润55,000万元到65,000万元,显现了较强的盈利能力。钼业务则受到产品及原料价格波动频繁、产品毛利率偏低以及存货跌价损失增加的因素影响,导致公司钼业务亏损。同时影视业务回款受到新冠疫情影响,进度放缓,导致计提信用减值损失,公司影视业务亏损。(二)非经常性损益的影响本期非经常性损益预计3,500万元至5,000万元。主要系报告期公司完成对全资子公司乌拉特前旗西沙德盖钼业有限责任公司100%股权交割,获得的投资收益;其他非经常性损益项目为资金占用费、政府补助、资产处置收益、营业外支出等。(三)会计处理的影响会计处理对公司本期业绩预告没有重大影响。(四)其它影响公司不存在其他对本期业绩预告构成重大影响的因素。",预增,13321200.0,2023-01-16
6995,603399,永杉锂业,归属于上市公司股东的净利润,"预计2022年1-12月归属于上市公司股东的净利润盈利:40,000万元至50,000万元。",450000000.0,2633.65,"(一)主营业务影响2022年1月,公司完成对湖南永杉锂业有限公司(以下简称“永杉锂业”)股权的收购,积极战略布局锂盐业务,2022年6月,永杉锂业“年产45000吨锂盐项目一期项目”如期全线贯通,并于三季度达到设计产能,实现销售。永杉锂业秉持核心客户战略,已与多名核心客户达成长期战略合作关系。报告期内,永杉锂业预计实现归属于上市公司股东的净利润55,000万元到65,000万元,显现了较强的盈利能力。钼业务则受到产品及原料价格波动频繁、产品毛利率偏低以及存货跌价损失增加的因素影响,导致公司钼业务亏损。同时影视业务回款受到新冠疫情影响,进度放缓,导致计提信用减值损失,公司影视业务亏损。(二)非经常性损益的影响本期非经常性损益预计3,500万元至5,000万元。主要系报告期公司完成对全资子公司乌拉特前旗西沙德盖钼业有限责任公司100%股权交割,获得的投资收益;其他非经常性损益项目为资金占用费、政府补助、资产处置收益、营业外支出等。(三)会计处理的影响会计处理对公司本期业绩预告没有重大影响。(四)其它影响公司不存在其他对本期业绩预告构成重大影响的因素。",预增,16461500.0,2023-01-16
6996,603378,*ST亚士,归属于上市公司股东的净利润,"预计2022年1-12月归属于上市公司股东的净利润盈利:8,000万元至12,000万元。",100000000.0,118.385,"报告期内,公司预计归属于上市公司股东的净利润扭亏为盈,主要原因是:与同期相比,主营产品综合毛利率有较大幅度提升,同时信用减值损失计提金额比上年大幅减少。",扭亏,-543993200.0,2023-01-16
6997,603378,*ST亚士,扣除非经常性损益后的净利润,"预计2022年1-12月扣除非经常性损益后的净利润盈利:2,361万元至6,361万元。",43610000.0,106.73,"报告期内,公司预计归属于上市公司股东的净利润扭亏为盈,主要原因是:与同期相比,主营产品综合毛利率有较大幅度提升,同时信用减值损失计提金额比上年大幅减少。",扭亏,-647819700.0,2023-01-16
6998,603136,天目湖,扣除非经常性损益后的净利润,"预计2022年1-12月扣除非经常性损益后的净利润盈利:1,000万元至1,350万元,同比上年下降:68.44%至76.63%,同比上年降低2,928.19万元至3,278.19万元。",11750000.0,-72.535,"报告期内,公司经营受疫情影响较大。尤其上半年度长三角区域多地出现聚集性疫情,实施封控面广且持续时间较久,公司上半年度业绩出现亏损。随着疫情防控政策持续优化,公司把握阶段性市场复苏机遇,积极开拓渠道并深挖业务潜力,经营管理成效较为明显,下半年度实现扭亏为盈,有效拉动全年业绩。",预减,42781900.0,2023-01-16
6999,603136,天目湖,归属于上市公司股东的净利润,"预计2022年1-12月归属于上市公司股东的净利润盈利:1,800万元至2,200万元,同比上年下降:57.28%至65.05%,同比上年降低2,905.05万元至3,350.05万元。",20000000.0,-61.165,"报告期内,公司经营受疫情影响较大。尤其上半年度长三角区域多地出现聚集性疫情,实施封控面广且持续时间较久,公司上半年度业绩出现亏损。随着疫情防控政策持续优化,公司把握阶段性市场复苏机遇,积极开拓渠道并深挖业务潜力,经营管理成效较为明显,下半年度实现扭亏为盈,有效拉动全年业绩。",预减,51500500.0,2023-01-16
7000,603000,人民网,归属于上市公司股东的净利润,"预计2022年1-12月归属于上市公司股东的净利润盈利:30,000万元至36,000万元,同比上年增长:80.88%至117.06%,同比上年增长13,414.44万元至19,414.44万元。",330000000.0,98.97,"1、面对复杂严峻的国内外宏观经济环境及疫情反复带来的影响,公司广告及宣传服务业务总体平稳;内容科技依托全国重点实验室的技术优势,创新应用,对各项业务的支撑、带动作用凸显。人民网9家控股子公司获得高新技术企业认定。2、按照中国证监会《推动提高上市公司质量三年行动方案(2022-2025)》要求,公司进一步优化整体结构,聚焦主业,提升发展的韧性和活力,报告期内确认股权处置收益约7,500万元,对业绩产生一定影响。3、公司自2019年1月1日起执行财政部修订的《企业会计准则第22号——金融工具确认和计量》等新金融工具准则。本期公司持有的金融工具产生的公允价值变动收益约8,000万元,对业绩产生一定影响。4、上年比较基数较小。",预增,165855600.0,2023-01-16
7001,603000,人民网,扣除非经常性损益后的净利润,"预计2022年1-12月扣除非经常性损益后的净利润盈利:13,200万元至19,200万元,同比上年增长:2.87%至49.63%,同比上年增长368.27万元至6,368.27万元。",162000000.0,26.25,"1、面对复杂严峻的国内外宏观经济环境及疫情反复带来的影响,公司广告及宣传服务业务总体平稳;内容科技依托全国重点实验室的技术优势,创新应用,对各项业务的支撑、带动作用凸显。人民网9家控股子公司获得高新技术企业认定。2、按照中国证监会《推动提高上市公司质量三年行动方案(2022-2025)》要求,公司进一步优化整体结构,聚焦主业,提升发展的韧性和活力,报告期内确认股权处置收益约7,500万元,对业绩产生一定影响。3、公司自2019年1月1日起执行财政部修订的《企业会计准则第22号——金融工具确认和计量》等新金融工具准则。本期公司持有的金融工具产生的公允价值变动收益约8,000万元,对业绩产生一定影响。4、上年比较基数较小。",略增,128317300.0,2023-01-16
7002,600963,岳阳林纸,归属于上市公司股东的净利润,"预计2022年1-12月归属于上市公司股东的净利润盈利:60,400万元至64,400万元,同比上年增长:102.63%至116.05%,同比上年增长30,592.08万元至34,592.08万元。",624000000.0,109.34,"(一)报告期母公司净利润较上年同期大幅增加。一是抢市场机遇,在出口业务的带动下,积极调结构,纸产品销量及销售价格较同期增加;二是强管理举措,深入推进精益生产、工艺管控及优化,生产效率进一步提升,实现浆纸产量同比增长。三是抓成本节降,继续发挥集采、长协、自产浆比重超50%的优势,持续优化木片、浆板等主要原材料结构,成本优势明显。(二)报告期子公司湖南茂源林业有限责任公司木片经营业务收入增加、子公司湖南森海碳汇开发有限责任公司的碳汇业务大幅增加,FSC木材业务增速较快,营业收入、归母净利润均较同期有较大幅度增长。(三)报告期子公司湖南双阳高科化工有限公司新产品高纯双氧水投入生产,营业收入及净利润较同期增加。",预增,298079200.0,2023-01-16
7003,600963,岳阳林纸,扣除非经常性损益后的净利润,"预计2022年1-12月扣除非经常性损益后的净利润盈利:58,600万元至62,600万元,同比上年增长:179.01%至198.05%,同比上年增长37,596.82万元至41,596.82万元。",606000000.0,188.53,"(一)报告期母公司净利润较上年同期大幅增加。一是抢市场机遇,在出口业务的带动下,积极调结构,纸产品销量及销售价格较同期增加;二是强管理举措,深入推进精益生产、工艺管控及优化,生产效率进一步提升,实现浆纸产量同比增长。三是抓成本节降,继续发挥集采、长协、自产浆比重超50%的优势,持续优化木片、浆板等主要原材料结构,成本优势明显。(二)报告期子公司湖南茂源林业有限责任公司木片经营业务收入增加、子公司湖南森海碳汇开发有限责任公司的碳汇业务大幅增加,FSC木材业务增速较快,营业收入、归母净利润均较同期有较大幅度增长。(三)报告期子公司湖南双阳高科化工有限公司新产品高纯双氧水投入生产,营业收入及净利润较同期增加。",预增,210031800.0,2023-01-16
7004,600521,华海药业,归属于上市公司股东的净利润,"预计2022年1-12月归属于上市公司股东的净利润盈利:112,000万元至120,000万元,同比上年增长:130%至146%,同比上年增长63,246万元至71,246万元。",1160000000.0,138.0,"1、报告期内,公司实现归属于上市公司股东的扣除非经常性损益的净利润同比大幅增长,主要系:1)随着全国集采推进和美国FDA禁令的解除,国内市场需求增加及美国市场恢复带动制剂生产和原料药生产的上量,在一定程度上摊薄固定成本,另外原料药及中间体产品销售稳步增长且售价略有上升等因素影响公司主营业务的利润大幅增加;2)本期随着美元汇率大幅上升,公司汇兑收益增加,在一定程度上影响公司利润增加;3)公司全面提升精益化管理,助力企业降本增效。2、报告期内,公司非经常性损益大幅减少,主要是2021年出售了参股公司杭州多禧生物科技有限公司3.8597%股权、EutilexCo.,Ltd部分股票的处置收益及以公允价值计量且其变动计入当期损益的金融资产确认的公允价值变动收益等影响,而本期只有处置少量的参股公司股权且因参股公司股价波动影响公司以公允价值计量且其变动计入当期损益的金融资产本期确认的公允价值变动损失增加等影响。",预增,487535100.0,2023-01-16
7005,600521,华海药业,扣除非经常性损益后的净利润,"预计2022年1-12月扣除非经常性损益后的净利润盈利:110,000万元至118,000万元,同比上年增长:1751%至1885%,同比上年增长104,056万元至112,056万元。",1140000000.0,1818.0,"1、报告期内,公司实现归属于上市公司股东的扣除非经常性损益的净利润同比大幅增长,主要系:1)随着全国集采推进和美国FDA禁令的解除,国内市场需求增加及美国市场恢复带动制剂生产和原料药生产的上量,在一定程度上摊薄固定成本,另外原料药及中间体产品销售稳步增长且售价略有上升等因素影响公司主营业务的利润大幅增加;2)本期随着美元汇率大幅上升,公司汇兑收益增加,在一定程度上影响公司利润增加;3)公司全面提升精益化管理,助力企业降本增效。2、报告期内,公司非经常性损益大幅减少,主要是2021年出售了参股公司杭州多禧生物科技有限公司3.8597%股权、EutilexCo.,Ltd部分股票的处置收益及以公允价值计量且其变动计入当期损益的金融资产确认的公允价值变动收益等影响,而本期只有处置少量的参股公司股权且因参股公司股价波动影响公司以公允价值计量且其变动计入当期损益的金融资产本期确认的公允价值变动损失增加等影响。",预增,59437100.0,2023-01-16
7006,600483,福能股份,归属于上市公司股东的净利润,"预计2022年1-12月归属于上市公司股东的净利润盈利:253,661万元至266,346万元,同比上年增长:100%至110%,同比上年增长126,830万元至139,515万元。",2600035000.0,105.0,"本期业绩预增的主要原因是公司风力发电机组在运装机规模同比增加,以及风况好于上年同期,盈利同比增加;热电联产机组供电、供热价格同比上调,盈利同比增加;确认以权益法核算的参股公司投资收益同比增加。",预增,1268303400.0,2023-01-16
7007,600483,福能股份,扣除非经常性损益后的净利润,"预计2022年1-12月扣除非经常性损益后的净利润盈利:251,097万元至263,652万元,同比上年增长:100%至110%,同比上年增长125,548万元至138,103万元。",2573745000.0,105.0,"本期业绩预增的主要原因是公司风力发电机组在运装机规模同比增加,以及风况好于上年同期,盈利同比增加;热电联产机组供电、供热价格同比上调,盈利同比增加;确认以权益法核算的参股公司投资收益同比增加。",预增,1255484000.0,2023-01-16
7008,301592,六九一二,归属于上市公司股东的净利润,"预计2022年1-12月归属于上市公司股东的净利润盈利:9,101.67万元,同比上年增长:60.47%。",91016700.0,60.47,"上述盈利预测情况已经申报会计师审核,并出具《盈利预测审核报告》。2022年度,公司预计营业收入34,247.46万元,同比增长70.52%;预计净利润为9,294.97万元,同比增长62.35%;预计扣除非经常性损益后归属于母公司所有者的净利润为9,074.60万元,同比增长62.70%。公司业绩保持稳步增长。",预增,56719900.0,2023-01-16
7009,301592,六九一二,净利润,"预计2022年1-12月净利润盈利:9,294.97万元,同比上年增长:62.35%。",92949700.0,62.35,"上述盈利预测情况已经申报会计师审核,并出具《盈利预测审核报告》。2022年度,公司预计营业收入34,247.46万元,同比增长70.52%;预计净利润为9,294.97万元,同比增长62.35%;预计扣除非经常性损益后归属于母公司所有者的净利润为9,074.60万元,同比增长62.70%。公司业绩保持稳步增长。",预增,57251100.0,2023-01-16
7010,301592,六九一二,扣除非经常性损益后的净利润,"预计2022年1-12月扣除非经常性损益后的净利润盈利:9,074.6万元,同比上年增长:62.7%。",90746000.0,62.7,"上述盈利预测情况已经申报会计师审核,并出具《盈利预测审核报告》。2022年度,公司预计营业收入34,247.46万元,同比增长70.52%;预计净利润为9,294.97万元,同比增长62.35%;预计扣除非经常性损益后归属于母公司所有者的净利润为9,074.60万元,同比增长62.70%。公司业绩保持稳步增长。",预增,55776400.0,2023-01-16
7011,301592,六九一二,营业收入,"预计2022年1-12月营业收入:34,247.46万元,同比上年增长:70.52%。",342474600.0,70.52,"上述盈利预测情况已经申报会计师审核,并出具《盈利预测审核报告》。2022年度,公司预计营业收入34,247.46万元,同比增长70.52%;预计净利润为9,294.97万元,同比增长62.35%;预计扣除非经常性损益后归属于母公司所有者的净利润为9,074.60万元,同比增长62.70%。公司业绩保持稳步增长。",预增,200838300.0,2023-01-16
7012,301317,鑫磊股份,归属于上市公司股东的净利润,"预计2022年1-12月归属于上市公司股东的净利润盈利:8,050万元至8,900万元,同比上年增长:33.29%至49.02%。",84750000.0,41.155,,略增,60392985.95,2023-01-16
7013,301317,鑫磊股份,扣除非经常性损益后的净利润,"预计2022年1-12月扣除非经常性损益后的净利润盈利:7,319.38万元至8,169.38万元,同比上年增长:32.14%至47.49%。",77443800.0,39.815,,略增,55391237.05,2023-01-16
7014,301317,鑫磊股份,营业收入,"预计2022年1-12月营业收入:70,000万元至74,000万元,同比上年下降:9.88%至14.75%。",720000000.0,-12.315,,略减,821082489.02,2023-01-16
7015,301158,德石股份,归属于上市公司股东的净利润,"预计2022年1-12月归属于上市公司股东的净利润盈利:7,100万元至7,900万元,同比上年增长:13.77%至26.59%。",75000000.0,20.18,"1、报告期内,得益于油气价格处在高位以及国家能源安全增储上产“七年行动计划”的持续推动,国内外油气服务市场持续稳步增长,带动油气装备、工具等产品及服务的市场需求增长,公司加强市场开拓,营业收入比去年同期增长。2、汇率变动的影响。3、公司于2022年1月首次向社会公众发行人民币普通股3,759.27万股,实际募集资金净额为人民币55,132.99万元。公司现金规模增加,使用暂时闲置募集资金及自有资金进行现金管理的收益也较上年同期实现较大增长。",略增,62405400.0,2023-01-16
7016,301158,德石股份,扣除非经常性损益后的净利润,"预计2022年1-12月扣除非经常性损益后的净利润盈利:6,827万元至7,627万元,同比上年增长:19.84%至33.89%。",72270000.0,26.865,"1、报告期内,得益于油气价格处在高位以及国家能源安全增储上产“七年行动计划”的持续推动,国内外油气服务市场持续稳步增长,带动油气装备、工具等产品及服务的市场需求增长,公司加强市场开拓,营业收入比去年同期增长。2、汇率变动的影响。3、公司于2022年1月首次向社会公众发行人民币普通股3,759.27万股,实际募集资金净额为人民币55,132.99万元。公司现金规模增加,使用暂时闲置募集资金及自有资金进行现金管理的收益也较上年同期实现较大增长。",略增,56965900.0,2023-01-16
7017,301077,星华新材,扣除非经常性损益后的净利润,"预计2022年1-12月扣除非经常性损益后的净利润盈利:9,200万元至10,000万元,同比上年增长:0.54%至9.28%。",96000000.0,4.91,"1.报告期预计营业收入、归属于上市公司股东的净利润较上年同期同向下降,主要原因系2022年受全国疫情等外部因素影响,市场需求减少,订单量同比下降,原材料价格居高不下,导致公司生产成本上升,压缩了利润空间。2.报告期内,预计非经常性损益对公司当期归属于上市公司股东的净利润的影响额约为600.00万元,主要系公司当期收到政府补助等原因。公司2021年度非经常性损益金额为4,348.29万元,预计2022年度非经常性损益金额同比减少约3,748.29万元,主要系2021年度有征迁处置资产收益所致。",略增,91505800.0,2023-01-16
7018,301077,星华新材,归属于上市公司股东的净利润,"预计2022年1-12月归属于上市公司股东的净利润盈利:9,300万元至10,300万元,同比上年下降:23.7%至31.11%。",98000000.0,-27.405,"1.报告期预计营业收入、归属于上市公司股东的净利润较上年同期同向下降,主要原因系2022年受全国疫情等外部因素影响,市场需求减少,订单量同比下降,原材料价格居高不下,导致公司生产成本上升,压缩了利润空间。2.报告期内,预计非经常性损益对公司当期归属于上市公司股东的净利润的影响额约为600.00万元,主要系公司当期收到政府补助等原因。公司2021年度非经常性损益金额为4,348.29万元,预计2022年度非经常性损益金额同比减少约3,748.29万元,主要系2021年度有征迁处置资产收益所致。",略减,134988800.0,2023-01-16
7019,301077,星华新材,非经常性损益,"预计2022年1-12月非经常性损益约:600万元,同比上年降低3,748.29万元左右。",6000000.0,-86.2,"1.报告期预计营业收入、归属于上市公司股东的净利润较上年同期同向下降,主要原因系2022年受全国疫情等外部因素影响,市场需求减少,订单量同比下降,原材料价格居高不下,导致公司生产成本上升,压缩了利润空间。2.报告期内,预计非经常性损益对公司当期归属于上市公司股东的净利润的影响额约为600.00万元,主要系公司当期收到政府补助等原因。公司2021年度非经常性损益金额为4,348.29万元,预计2022年度非经常性损益金额同比减少约3,748.29万元,主要系2021年度有征迁处置资产收益所致。",不确定,43482900.0,2023-01-16
7020,301077,星华新材,营业收入,"预计2022年1-12月营业收入:72,500万元至74,500万元,同比上年下降:5.93%至8.45%。",735000000.0,-7.19,"1.报告期预计营业收入、归属于上市公司股东的净利润较上年同期同向下降,主要原因系2022年受全国疫情等外部因素影响,市场需求减少,订单量同比下降,原材料价格居高不下,导致公司生产成本上升,压缩了利润空间。2.报告期内,预计非经常性损益对公司当期归属于上市公司股东的净利润的影响额约为600.00万元,主要系公司当期收到政府补助等原因。公司2021年度非经常性损益金额为4,348.29万元,预计2022年度非经常性损益金额同比减少约3,748.29万元,主要系2021年度有征迁处置资产收益所致。",略减,791933400.0,2023-01-16
7021,301051,信濠光电,归属于上市公司股东的净利润,"预计2022年1-12月归属于上市公司股东的净利润亏损:13,500万元至18,200万元,同比上年下降:186.63%至216.79%。",-158500000.0,-201.71,"报告期内,公司净利润同比下降较多的主要原因为:1、受宏观环境及新冠疫情影响,消费电子需求减少,终端需求同步下降,导致行业竞争加剧,公司的营业收入及毛利率均有一定幅度下滑,是当期净利润下降的主要原因;2、公司的募投项目、立濠光电项目均保持有序投入,但因尚未完全达产,其产生了较多的人工、折旧、摊销等成本及费用,是当期净利润下降的重要原因;3、为进一步降本提效,报告期内公司对现有产能布局进行了一定整合,提升了自有生产园区的产能占比,并同步减少了部分租赁的工业园区,整合过程中产生的运输、租金损失等费用对当期净利润产生了一定的暂时性负面影响。",首亏,155834000.0,2023-01-16
