symbol,firm_name_schedule,fiscal_year,first_appointment,actual_disclosure,revision_count,delay_days,postponed,advanced,long_postponement,first_doy,actual_doy,actual_month,april_disclosure,after_apr20
603709,中源家居,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
603755,日辰股份,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
603778,国晟科技,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
603779,威龙股份,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
603815,交建股份,2020,2021-04-28,2021-04-20,1,-8,0,1,0,118,110,4,1,1
603818,曲美家居,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
603828,*ST利达,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
603858,步长制药,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
603861,白云电器,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
603883,老百姓,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
603895,天永智能,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
603896,寿仙谷,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
603901,永创智能,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
603915,国茂股份,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
603933,睿能科技,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
603937,丽岛新材,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
603948,建业股份,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
603949,雪龙集团,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
603958,哈森股份,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
603960,克来机电,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
603966,法兰泰克,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
603968,醋化股份,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
603969,银龙股份,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
603980,吉华集团,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
605001,威奥股份,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
605118,力鼎光电,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
605123,派克新材,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
605133,嵘泰股份,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
605151,西上海,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
605183,确成股份,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
605188,国光连锁,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
605286,同力天启,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
605288,凯迪股份,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
605333,沪光股份,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
605338,巴比食品,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
688002,睿创微纳,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
688055,龙腾光电,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
688056,莱伯泰科,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
688069,德林海,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
688079,美迪凯,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
688080,映翰通,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
688095,福昕软件,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
688108,赛诺医疗,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
688123,聚辰股份,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
688126,沪硅产业,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
688133,泰坦科技,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
688135,利扬芯片,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
688218,江苏北人,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
688277,天智航,2020,2021-04-28,2021-04-10,1,-18,0,1,0,118,100,4,1,0
688316,青云科技,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
688378,奥来德,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
688379,华光新材,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
688418,震有科技,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
688528,秦川物联,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
688529,豪森智能,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
688536,思瑞浦,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
688566,吉贝尔,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
688578,艾力斯,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
688595,芯海科技,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
688606,奥泰生物,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
688626,翔宇医疗,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
688680,海优新材,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
688683,莱尔科技,2020,2021-04-28,2021-04-28,0,0,0,0,0,118,118,4,1,1
000007,全新好,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
000030,富奥股份,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
000061,农产品,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
000410,沈阳机床,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
000428,华天酒店,2020,2021-04-29,2021-04-30,2,1,1,0,0,119,120,4,1,1
000506,招金黄金,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
000516,国际医学,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
000534,万泽股份,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
000539,粤电力A,2020,2021-04-29,2021-04-10,1,-19,0,1,0,119,100,4,1,0
000545,金浦钛业,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
000601,韶能股份,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
000615,*ST美谷,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
000628,高新发展,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
000637,茂化实华,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
000651,格力电器,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
000656,*ST金科,2020,2021-04-29,2021-04-02,1,-27,0,1,0,119,92,4,1,0
000670,盈方微,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
000676,智度股份,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
000680,山推股份,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
000700,模塑科技,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
000710,贝瑞基因,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
000752,*ST西发,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
000755,山西高速,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
000813,德展健康,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
000815,美利云,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
000826,*ST启环,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
000875,电投绿能,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
000882,华联股份,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
000883,湖北能源,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
000887,中鼎股份,2020,2021-04-29,2021-04-30,1,1,1,0,0,119,120,4,1,1
000903,ST云动,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
000909,*ST数源,2020,2021-04-29,2021-04-24,1,-5,0,1,0,119,114,4,1,1
000913,钱江摩托,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
000923,河钢资源,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
000927,中国铁物,2020,2021-04-29,2021-04-15,1,-14,0,1,0,119,105,4,1,0
000930,中粮科技,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
000937,冀中能源,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
000957,中通客车,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
000966,长源电力,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
000980,众泰汽车,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
000998,隆平高科,2020,2021-04-29,2021-04-30,1,1,1,0,0,119,120,4,1,1
002016,世荣兆业,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002021,中捷资源,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002034,旺能环境,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002037,保利联合,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002040,南京港,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002055,ST得润,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002061,浙江交科,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002065,东华软件,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002069,獐子岛,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002095,生意宝,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002099,海翔药业,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002122,ST汇洲,2020,2021-04-29,2021-04-27,1,-2,0,1,0,119,117,4,1,1
002153,石基信息,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002154,报喜鸟,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002157,正邦科技,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002160,常铝股份,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002161,远望谷,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002170,芭田股份,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002172,澳洋健康,2020,2021-04-29,2021-03-31,1,-29,0,1,0,119,90,3,0,0
002181,粤传媒,2020,2021-04-29,2021-03-31,1,-29,0,1,0,119,90,3,0,0
002195,岩山科技,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002200,*ST交投,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002203,海亮股份,2020,2021-04-29,2021-04-30,1,1,1,0,0,119,120,4,1,1
002210,飞马国际,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002212,天融信,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002213,大为股份,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002219,新里程,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002239,奥特佳,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002244,滨江集团,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002256,兆新股份,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002263,大东南,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002266,浙富控股,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002275,桂林三金,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002276,万马股份,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002286,保龄宝,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002304,洋河股份,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002321,华英农业,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002340,格林美,2020,2021-04-29,2021-04-15,1,-14,0,1,0,119,105,4,1,0
002343,慈文传媒,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002348,高乐股份,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002354,天娱数科,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002355,兴民智通,2020,2021-04-29,2021-04-30,1,1,1,0,0,119,120,4,1,1
002357,富临运业,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002371,北方华创,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002375,亚厦股份,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002377,国创高新,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002387,维信诺,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002408,齐翔腾达,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002412,汉森制药,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002437,誉衡药业,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002440,闰土股份,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002448,中原内配,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002467,二六三,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002468,申通快递,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002487,大金重工,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002488,金固股份,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002492,恒基达鑫,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002495,佳隆股份,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002507,涪陵榨菜,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002511,中顺洁柔,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002512,ST达华,2020,2021-04-29,2021-04-30,1,1,1,0,0,119,120,4,1,1
002517,恺英网络,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002527,新时达,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002529,*ST海源,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002535,林州重机,2020,2021-04-29,2021-04-30,1,1,1,0,0,119,120,4,1,1
002538,ST司特,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002543,万和电气,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002545,东方铁塔,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002562,兄弟科技,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002581,*ST未名,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002582,好想你,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002584,西陇科学,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002586,ST围海,2020,2021-04-29,2021-03-24,1,-36,0,1,0,119,83,3,0,0
002607,中公教育,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002608,江苏国信,2020,2021-04-29,2021-04-15,1,-14,0,1,0,119,105,4,1,0
002613,北玻股份,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002615,哈尔斯,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002617,露笑科技,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002620,*ST瑞和,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002634,*ST棒杰,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002647,仁东控股,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002650,ST加加,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002652,扬子新材,2020,2021-04-29,2021-04-30,1,1,1,0,0,119,120,4,1,1
002676,顺威股份,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002679,福建金森,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002707,众信旅游,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002722,物产金轮,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002729,好利科技,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002735,王子新材,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002739,儒意电影,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002753,永东股份,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002757,南兴股份,2020,2021-04-29,2021-04-15,1,-14,0,1,0,119,105,4,1,0
002760,凤形股份,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002761,浙江建投,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002769,普路通,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002775,文科股份,2020,2021-04-29,2021-04-16,1,-13,0,1,0,119,106,4,1,0
002780,三夫户外,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002786,银宝山新,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002793,罗欣药业,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002803,吉宏股份,2020,2021-04-29,2021-04-23,1,-6,0,1,0,119,113,4,1,1
002811,郑中设计,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002831,裕同科技,2020,2021-04-29,2021-04-28,1,-1,0,1,0,119,118,4,1,1
002832,比音勒芬,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002836,新宏泽,2020,2021-04-29,2021-04-30,1,1,1,0,0,119,120,4,1,1
002842,翔鹭钨业,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002845,同兴达,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002853,皮阿诺,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002856,*ST美芝,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002863,今飞凯达,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002869,金溢科技,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002870,香山股份,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002871,伟隆股份,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002883,*ST中设,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002893,京能热力,2020,2021-04-29,2021-04-27,1,-2,0,1,0,119,117,4,1,1
002899,英派斯,2020,2021-04-29,2021-04-17,1,-12,0,1,0,119,107,4,1,0
002912,中新赛克,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002919,名臣健康,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002933,新兴装备,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002941,新疆交建,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002943,宇晶股份,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002959,小熊电器,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002960,青鸟智控,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
002969,嘉美包装,2020,2021-04-29,2021-04-27,1,-2,0,1,0,119,117,4,1,1
002975,博杰股份,2020,2021-04-29,2021-04-20,1,-9,0,1,0,119,110,4,1,1
003005,竞业达,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
003029,吉大正元,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
003040,楚天龙,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
003041,真爱美家,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
003042,中农联合,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
300760,迈瑞医疗,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
300925,法本信息,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
300942,易瑞生物,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
300949,奥雅股份,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
300955,嘉亨家化,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
300957,贝泰妮,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
300966,共同药业,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
300967,晓鸣股份,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
300972,万辰集团,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
300975,商络电子,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
300976,达瑞电子,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
300977,深圳瑞捷,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
300978,东箭科技,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
300980,祥源新材,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
600019,宝钢股份,2020,2021-04-29,2021-04-27,1,-2,0,1,0,119,117,4,1,1
600031,三一重工,2020,2021-04-29,2021-03-31,1,-29,0,1,0,119,90,3,0,0
600035,楚天高速,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
600098,广州发展,2020,2021-04-29,2021-04-15,1,-14,0,1,0,119,105,4,1,0
600131,国网信通,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
600132,重庆啤酒,2020,2021-04-29,2021-04-28,1,-1,0,1,0,119,118,4,1,1
600191,华资实业,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
600198,大唐电信,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
600199,金种子酒,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
600236,桂冠电力,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
600280,中央商场,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
600289,ST信通,2020,2021-04-29,2021-04-30,1,1,1,0,0,119,120,4,1,1
600293,三峡新材,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
600319,亚星化学,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
600333,长春燃气,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
600338,西藏珠峰,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
600343,航天动力,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
600345,长江通信,2020,2021-04-29,2021-04-30,1,1,1,0,0,119,120,4,1,1
600361,创新新材,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
600400,红豆股份,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
600405,动力源,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
600487,亨通光电,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
600559,老白干酒,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
600562,国睿科技,2020,2021-04-29,2021-04-27,1,-2,0,1,0,119,117,4,1,1
600661,昂立教育,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
600739,辽宁成大,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
600746,江苏索普,2020,2021-04-29,2021-04-24,1,-5,0,1,0,119,114,4,1,1
600764,中国海防,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
600779,水井坊,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
600791,京能置业,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
600812,华北制药,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
600880,博瑞传播,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
600881,亚泰集团,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
600882,妙可蓝多,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
600919,江苏银行,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
600936,北投科技,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
600977,中国电影,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
600996,贵广网络,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
601001,晋控煤业,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
601006,大秦铁路,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
601108,财通证券,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
601699,潞安环能,2020,2021-04-29,2021-04-26,1,-3,0,1,0,119,116,4,1,1
601700,风范股份,2020,2021-04-29,2021-03-31,1,-29,0,1,0,119,90,3,0,0
601718,ST际华,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
601838,成都银行,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
601877,正泰电器,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
601949,中国出版,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
601990,南京证券,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
603030,全筑股份,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
603116,红蜻蜓,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
603117,万林物流,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
603131,上海沪工,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
603136,天目湖,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
603177,德创环保,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
603195,公牛集团,2020,2021-04-29,2021-04-29,0,0,0,0,0,119,119,4,1,1
